Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,(case) ApplicationType,(case) LoanGoal,(case) RequestedAmount,Accepted,Action,CreditScore,EventID,EventOrigin,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferID,OfferedAmount,Selected,lifecycle:transition
Application_2143984717,A_Submitted,User_1,2016/01/11 10:35:52.401,2016/01/11 10:35:52.401,New credit,"Other, see explanation",20000,,statechange,,ApplState_1419285978,Application,,,,,,,complete
Application_2143984717,A_Concept,User_1,2016/01/11 10:37:44.639,2016/01/11 10:37:44.639,New credit,"Other, see explanation",20000,,statechange,,ApplState_1701520878,Application,,,,,,,complete
Application_546206358,A_Denied,User_90,2016/01/11 10:39:35.053,2016/01/11 10:39:35.053,New credit,Home improvement,10000,,statechange,,ApplState_365666003,Application,,,,,,,complete
Application_546206358,O_Refused,User_90,2016/01/11 10:39:35.166,2016/01/11 10:39:35.166,New credit,Home improvement,10000,,statechange,,OfferState_295786467,Offer,,,,Offer_603196958,,,complete
Application_1963292434,A_Accepted,User_27,2016/01/11 10:40:39.014,2016/01/11 10:40:39.014,New credit,Car,17500,,statechange,,ApplState_781119940,Application,,,,,,,complete
Application_1848036697,O_Create Offer,User_5,2016/01/11 10:40:48.039,2016/01/11 10:40:48.039,New credit,Unknown,250000,true,Created,878,Offer_2123567425,Offer,25000,261.48,120,,25000,true,complete
Application_1848036697,O_Created,User_5,2016/01/11 10:40:49.431,2016/01/11 10:40:49.431,New credit,Unknown,250000,,statechange,,OfferState_80836725,Offer,,,,Offer_2123567425,,,complete
Application_1848036697,O_Sent (mail and online),User_5,2016/01/11 10:41:01.883,2016/01/11 10:41:01.883,New credit,Unknown,250000,,statechange,,OfferState_1436374184,Offer,,,,Offer_2123567425,,,complete
Application_1848036697,W_Call after offers,User_5,2016/01/11 10:41:01.917,2016/01/11 10:41:01.917,New credit,Unknown,250000,,Obtained,,Workitem_886060840,Workflow,,,,,,,start
Application_1848036697,A_Complete,User_5,2016/01/11 10:41:01.920,2016/01/11 10:41:01.920,New credit,Unknown,250000,,statechange,,ApplState_995921116,Application,,,,,,,complete
Application_1120819670,O_Accepted,User_95,2016/01/11 10:42:07.001,2016/01/11 10:42:07.001,New credit,Car,6850,,statechange,,OfferState_1067718689,Offer,,,,Offer_1365106765,,,complete
Application_1120819670,A_Pending,User_95,2016/01/11 10:42:07.009,2016/01/11 10:42:07.009,New credit,Car,6850,,statechange,,ApplState_1638612347,Application,,,,,,,complete
Application_1963292434,O_Create Offer,User_27,2016/01/11 10:42:38.689,2016/01/11 10:42:38.689,New credit,Car,17500,true,Created,907,Offer_380077638,Offer,17500,281.71,72,,17500,true,complete
Application_1963292434,O_Created,User_27,2016/01/11 10:42:39.924,2016/01/11 10:42:39.924,New credit,Car,17500,,statechange,,OfferState_2142626058,Offer,,,,Offer_380077638,,,complete
Application_1829687885,A_Create Application,User_28,2016/01/11 10:42:45.042,2016/01/11 10:42:45.042,Limit raise,Home improvement,19000,,Created,,Application_1829687885,Application,,,,,,,complete
Application_1829687885,A_Concept,User_28,2016/01/11 10:42:45.045,2016/01/11 10:42:45.045,Limit raise,Home improvement,19000,,statechange,,ApplState_1996522806,Application,,,,,,,complete
Application_1829687885,W_Complete application,User_21,2016/01/11 10:42:45.053,2016/01/12 19:33:21.283,Limit raise,Home improvement,19000,,Deleted,,Workitem_631484703,Workflow,,,,,,,complete
Application_1963292434,O_Sent (mail and online),User_27,2016/01/11 10:42:53.600,2016/01/11 10:42:53.600,New credit,Car,17500,,statechange,,OfferState_1262909401,Offer,,,,Offer_380077638,,,complete
Application_1963292434,W_Call after offers,User_27,2016/01/11 10:42:53.631,2016/01/11 10:42:53.631,New credit,Car,17500,,Obtained,,Workitem_7916967,Workflow,,,,,,,start
Application_1963292434,A_Complete,User_27,2016/01/11 10:42:53.634,2016/01/11 10:42:53.634,New credit,Car,17500,,statechange,,ApplState_2007248297,Application,,,,,,,complete
Application_829714042,W_Validate application,User_117,2016/01/11 10:43:51.560,2016/01/11 10:43:51.560,New credit,Home improvement,10000,,Obtained,,Workitem_61754039,Workflow,,,,,,,start
Application_829714042,A_Validating,User_117,2016/01/11 10:43:52.822,2016/01/11 10:43:52.822,New credit,Home improvement,10000,,statechange,,ApplState_1358967013,Application,,,,,,,complete
Application_1829687885,A_Accepted,User_28,2016/01/11 10:44:02.968,2016/01/11 10:44:02.968,Limit raise,Home improvement,19000,,statechange,,ApplState_1087275122,Application,,,,,,,complete
Application_829714042,O_Returned,User_117,2016/01/11 10:44:18.622,2016/01/11 10:44:18.622,New credit,Home improvement,10000,,statechange,,OfferState_2101102190,Offer,,,,Offer_737245878,,,complete
Application_1021758905,W_Complete application,User_15,2016/01/11 10:46:23.149,2016/01/11 10:46:23.149,New credit,Existing loan takeover,20000,,Obtained,,Workitem_60301639,Workflow,,,,,,,start
Application_1058763045,A_Create Application,User_14,2016/01/11 10:49:26.558,2016/01/11 10:49:26.558,Limit raise,Car,50000,,Created,,Application_1058763045,Application,,,,,,,complete
Application_1058763045,A_Concept,User_14,2016/01/11 10:49:26.561,2016/01/11 10:49:26.561,Limit raise,Car,50000,,statechange,,ApplState_2046082606,Application,,,,,,,complete
Application_1058763045,W_Complete application,User_14,2016/01/11 10:49:26.579,2016/01/11 10:49:26.579,Limit raise,Car,50000,,Obtained,,Workitem_1533775713,Workflow,,,,,,,start
Application_413286327,W_Complete application,User_15,2016/01/11 10:52:27.992,2016/01/11 10:52:27.992,New credit,Car,25000,,Obtained,,Workitem_240026653,Workflow,,,,,,,start
Application_1696031128,W_Validate application,User_117,2016/01/11 10:54:09.229,2016/01/11 10:54:09.229,Limit raise,Car,20000,,Obtained,,Workitem_1827761147,Workflow,,,,,,,start
Application_1696031128,A_Validating,User_117,2016/01/11 10:54:10.001,2016/01/11 10:54:10.001,Limit raise,Car,20000,,statechange,,ApplState_1549591339,Application,,,,,,,complete
Application_2012524282,W_Validate application,User_119,2016/01/11 10:54:11.023,2016/01/11 10:54:11.023,New credit,Car,5000,,Obtained,,Workitem_1242368201,Workflow,,,,,,,start
Application_2012524282,A_Validating,User_119,2016/01/11 10:54:11.860,2016/01/11 10:54:11.860,New credit,Car,5000,,statechange,,ApplState_1166139462,Application,,,,,,,complete
Application_2012524282,O_Returned,User_119,2016/01/11 10:54:23.157,2016/01/11 10:54:23.157,New credit,Car,5000,,statechange,,OfferState_1060385473,Offer,,,,Offer_1281534587,,,complete
Application_1696031128,O_Returned,User_117,2016/01/11 10:54:27.453,2016/01/11 10:54:27.453,Limit raise,Car,20000,,statechange,,OfferState_127682882,Offer,,,,Offer_1312704614,,,complete
Application_1662197696,A_Accepted,User_4,2016/01/11 10:54:36.022,2016/01/11 10:54:36.022,New credit,Home improvement,5000,,statechange,,ApplState_1348103995,Application,,,,,,,complete
Application_559113386,A_Accepted,User_28,2016/01/11 10:56:15.612,2016/01/11 10:56:15.612,New credit,Car,10000,,statechange,,ApplState_1395601780,Application,,,,,,,complete
Application_587745142,W_Complete application,User_71,2016/01/11 10:56:24.509,2016/01/11 10:56:24.509,New credit,Home improvement,25000,,Obtained,,Workitem_4213508,Workflow,,,,,,,start
Application_1940130892,A_Accepted,User_25,2016/01/11 10:56:34.719,2016/01/11 10:56:34.719,New credit,Home improvement,50000,,statechange,,ApplState_1441896954,Application,,,,,,,complete
Application_673709405,W_Complete application,User_85,2016/01/11 10:56:38.090,2016/01/11 13:30:17.682,New credit,Car,15000,,Deleted,,Workitem_274127819,Workflow,,,,,,,complete
Application_559113386,O_Create Offer,User_28,2016/01/11 10:59:01.537,2016/01/11 10:59:01.537,New credit,Car,10000,true,Created,1017,Offer_628669479,Offer,0,100,134,,10000,true,complete
Application_559113386,O_Created,User_28,2016/01/11 10:59:02.665,2016/01/11 10:59:02.665,New credit,Car,10000,,statechange,,OfferState_368583071,Offer,,,,Offer_628669479,,,complete
Application_559113386,O_Sent (mail and online),User_28,2016/01/11 10:59:58.857,2016/01/11 10:59:58.857,New credit,Car,10000,,statechange,,OfferState_44370840,Offer,,,,Offer_628669479,,,complete
Application_559113386,W_Call after offers,User_28,2016/01/11 10:59:59.000,2016/01/11 10:59:59.000,New credit,Car,10000,,Obtained,,Workitem_1093250535,Workflow,,,,,,,start
Application_559113386,A_Complete,User_28,2016/01/11 10:59:59.009,2016/01/11 10:59:59.009,New credit,Car,10000,,statechange,,ApplState_382877586,Application,,,,,,,complete
Application_1004293292,A_Accepted,User_21,2016/01/11 11:00:05.995,2016/01/11 11:00:05.995,New credit,Car,14000,,statechange,,ApplState_312248565,Application,,,,,,,complete
Application_1940130892,O_Create Offer,User_25,2016/01/11 11:00:07.418,2016/01/11 11:00:07.418,New credit,Home improvement,50000,true,Created,860,Offer_1097123576,Offer,50000,996.03,56,,50000,true,complete
Application_1940130892,O_Created,User_25,2016/01/11 11:00:08.977,2016/01/11 11:00:08.977,New credit,Home improvement,50000,,statechange,,OfferState_1270527357,Offer,,,,Offer_1097123576,,,complete
Application_1662197696,O_Create Offer,User_4,2016/01/11 11:00:23.429,2016/01/11 11:00:23.429,New credit,Home improvement,5000,false,Created,1010,Offer_946819600,Offer,0,300,25,,7000,true,complete
Application_1662197696,O_Created,User_4,2016/01/11 11:00:24.634,2016/01/11 11:00:24.634,New credit,Home improvement,5000,,statechange,,OfferState_946018051,Offer,,,,Offer_946819600,,,complete
Application_1940130892,O_Create Offer,User_25,2016/01/11 11:00:43.883,2016/01/11 11:00:43.883,New credit,Home improvement,50000,true,Created,0,Offer_1033138480,Offer,0,1000,56,,50000,false,complete
Application_1940130892,O_Created,User_25,2016/01/11 11:00:45.091,2016/01/11 11:00:45.091,New credit,Home improvement,50000,,statechange,,OfferState_1748805019,Offer,,,,Offer_1033138480,,,complete
Application_1940130892,O_Sent (mail and online),User_25,2016/01/11 11:01:43.714,2016/01/11 11:01:43.714,New credit,Home improvement,50000,,statechange,,OfferState_1559078042,Offer,,,,Offer_1033138480,,,complete
Application_1940130892,O_Sent (mail and online),User_25,2016/01/11 11:01:43.717,2016/01/11 11:01:43.717,New credit,Home improvement,50000,,statechange,,OfferState_1778383727,Offer,,,,Offer_1097123576,,,complete
Application_1940130892,W_Call after offers,User_25,2016/01/11 11:01:43.764,2016/01/11 11:01:43.764,New credit,Home improvement,50000,,Obtained,,Workitem_1543771025,Workflow,,,,,,,start
Application_1940130892,A_Complete,User_25,2016/01/11 11:01:43.766,2016/01/11 11:01:43.766,New credit,Home improvement,50000,,statechange,,ApplState_3901225,Application,,,,,,,complete
Application_882030529,A_Create Application,User_9,2016/01/11 11:05:32.821,2016/01/11 11:05:32.821,New credit,Unknown,0,,Created,,Application_882030529,Application,,,,,,,complete
Application_882030529,W_Complete application,User_9,2016/01/11 11:05:32.851,2016/01/11 11:22:07.834,New credit,Unknown,0,,Deleted,,Workitem_1263372613,Workflow,,,,,,,complete
Application_882030529,A_Concept,User_9,2016/01/11 11:05:32.903,2016/01/11 11:05:32.903,New credit,Unknown,0,,statechange,,ApplState_344673655,Application,,,,,,,complete
Application_813133375,W_Validate application,User_99,2016/01/11 11:05:41.952,2016/01/12 16:09:24.797,New credit,Car,33800,,Deleted,,Workitem_853230597,Workflow,,,,,,,complete
Application_813133375,A_Validating,User_112,2016/01/11 11:05:42.884,2016/01/11 11:05:42.884,New credit,Car,33800,,statechange,,ApplState_500728055,Application,,,,,,,complete
Application_619403287,W_Validate application,User_118,2016/01/11 11:05:54.830,2016/01/11 11:05:54.830,New credit,Car,15000,,Obtained,,Workitem_1471047465,Workflow,,,,,,,start
Application_619403287,A_Validating,User_118,2016/01/11 11:05:55.740,2016/01/11 11:05:55.740,New credit,Car,15000,,statechange,,ApplState_1311675852,Application,,,,,,,complete
Application_813133375,O_Returned,User_112,2016/01/11 11:06:56.298,2016/01/11 11:06:56.298,New credit,Car,33800,,statechange,,OfferState_1470950362,Offer,,,,Offer_1573002745,,,complete
Application_619403287,O_Returned,User_118,2016/01/11 11:07:25.792,2016/01/11 11:07:25.792,New credit,Car,15000,,statechange,,OfferState_1434902311,Offer,,,,Offer_1534843733,,,complete
Application_1662197696,O_Sent (mail and online),User_4,2016/01/11 11:07:38.390,2016/01/11 11:07:38.390,New credit,Home improvement,5000,,statechange,,OfferState_1085299478,Offer,,,,Offer_946819600,,,complete
Application_1662197696,W_Call after offers,User_4,2016/01/11 11:07:38.438,2016/01/11 11:07:38.438,New credit,Home improvement,5000,,Obtained,,Workitem_41111631,Workflow,,,,,,,start
Application_1662197696,A_Complete,User_4,2016/01/11 11:07:38.442,2016/01/11 11:07:38.442,New credit,Home improvement,5000,,statechange,,ApplState_1963926143,Application,,,,,,,complete
Application_870009989,W_Complete application,User_15,2016/01/11 11:08:18.403,2016/01/11 11:08:18.403,New credit,Existing loan takeover,5000,,Obtained,,Workitem_258915348,Workflow,,,,,,,start
Application_882030529,A_Accepted,User_9,2016/01/11 11:13:59.070,2016/01/11 11:13:59.070,New credit,Unknown,0,,statechange,,ApplState_729058896,Application,,,,,,,complete
Application_1152947139,O_Cancelled,User_25,2016/01/11 11:14:52.966,2016/01/11 11:14:52.966,New credit,Extra spending limit,25000,,statechange,,OfferState_1857768650,Offer,,,,Offer_484557675,,,complete
Application_1152947139,O_Create Offer,User_25,2016/01/11 11:15:13.543,2016/01/11 11:15:13.543,New credit,Extra spending limit,25000,true,Created,0,Offer_1391136592,Offer,0,300,101,,25000,false,complete
Application_1195396325,W_Validate application,User_68,2016/01/11 11:15:15.167,2016/01/12 09:17:47.201,New credit,Extra spending limit,15000,,Deleted,,Workitem_465209017,Workflow,,,,,,,complete
Application_1152947139,O_Created,User_25,2016/01/11 11:15:15.360,2016/01/11 11:15:15.360,New credit,Extra spending limit,25000,,statechange,,OfferState_1103729235,Offer,,,,Offer_1391136592,,,complete
Application_1195396325,A_Validating,User_117,2016/01/11 11:15:16.120,2016/01/11 11:15:16.120,New credit,Extra spending limit,15000,,statechange,,ApplState_1318121425,Application,,,,,,,complete
Application_1152947139,O_Sent (mail and online),User_25,2016/01/11 11:15:30.687,2016/01/11 11:15:30.687,New credit,Extra spending limit,25000,,statechange,,OfferState_478694416,Offer,,,,Offer_1391136592,,,complete
Application_1195396325,O_Returned,User_117,2016/01/11 11:15:31.891,2016/01/11 11:15:31.891,New credit,Extra spending limit,15000,,statechange,,OfferState_1533291052,Offer,,,,Offer_559894249,,,complete
Application_1955133403,W_Complete application,User_15,2016/01/11 11:16:14.095,2016/01/11 11:16:14.095,New credit,Home improvement,5000,,Obtained,,Workitem_97121059,Workflow,,,,,,,start
Application_1777551382,A_Create Application,User_27,2016/01/11 11:16:31.155,2016/01/11 11:16:31.155,New credit,Car,8000,,Created,,Application_1777551382,Application,,,,,,,complete
Application_1777551382,W_Complete application,User_27,2016/01/11 11:16:31.171,2016/01/11 11:25:02.501,New credit,Car,8000,,Deleted,,Workitem_1402857330,Workflow,,,,,,,complete
Application_1777551382,A_Concept,User_27,2016/01/11 11:16:31.175,2016/01/11 11:16:31.175,New credit,Car,8000,,statechange,,ApplState_770843674,Application,,,,,,,complete
Application_1777551382,A_Accepted,User_27,2016/01/11 11:18:02.253,2016/01/11 11:18:02.253,New credit,Car,8000,,statechange,,ApplState_168793325,Application,,,,,,,complete
Application_1596259876,W_Complete application,User_7,2016/01/11 11:20:48.291,2016/01/11 11:46:03.609,New credit,Extra spending limit,5000,,Deleted,,Workitem_2022619259,Workflow,,,,,,,complete
Application_111540759,A_Accepted,User_5,2016/01/11 11:20:59.386,2016/01/11 11:20:59.386,New credit,Car,10000,,statechange,,ApplState_1222079559,Application,,,,,,,complete
Application_882030529,O_Create Offer,User_9,2016/01/11 11:21:41.779,2016/01/11 11:21:41.779,New credit,Unknown,0,false,Created,0,Offer_1783365472,Offer,0,100,58,,5000,false,complete
Application_882030529,O_Created,User_9,2016/01/11 11:21:43.210,2016/01/11 11:21:43.210,New credit,Unknown,0,,statechange,,OfferState_216892600,Offer,,,,Offer_1783365472,,,complete
Application_111540759,O_Create Offer,User_5,2016/01/11 11:21:54.093,2016/01/11 11:21:54.093,New credit,Car,10000,true,Created,0,Offer_2099488155,Offer,10000,359.5,30,,10000,false,complete
Application_111540759,O_Created,User_5,2016/01/11 11:21:55.682,2016/01/11 11:21:55.682,New credit,Car,10000,,statechange,,OfferState_381366843,Offer,,,,Offer_2099488155,,,complete
Application_882030529,O_Sent (mail and online),User_9,2016/01/11 11:22:07.819,2016/01/11 11:22:07.819,New credit,Unknown,0,,statechange,,OfferState_595724088,Offer,,,,Offer_1783365472,,,complete
Application_882030529,W_Call after offers,User_9,2016/01/11 11:22:07.843,2016/01/11 11:22:07.843,New credit,Unknown,0,,Obtained,,Workitem_906998123,Workflow,,,,,,,start
Application_882030529,A_Complete,User_9,2016/01/11 11:22:07.845,2016/01/11 11:22:07.845,New credit,Unknown,0,,statechange,,ApplState_751817908,Application,,,,,,,complete
Application_111540759,O_Sent (mail and online),User_5,2016/01/11 11:23:05.224,2016/01/11 11:23:05.224,New credit,Car,10000,,statechange,,OfferState_942983095,Offer,,,,Offer_2099488155,,,complete
Application_111540759,W_Call after offers,User_5,2016/01/11 11:23:05.366,2016/01/11 11:23:05.366,New credit,Car,10000,,Obtained,,Workitem_1733967634,Workflow,,,,,,,start
Application_111540759,A_Complete,User_5,2016/01/11 11:23:05.383,2016/01/11 11:23:05.383,New credit,Car,10000,,statechange,,ApplState_1672104042,Application,,,,,,,complete
Application_1777551382,O_Create Offer,User_27,2016/01/11 11:24:49.994,2016/01/11 11:24:49.994,New credit,Car,8000,true,Created,0,Offer_1389086725,Offer,0,100,102,,8000,false,complete
Application_1777551382,O_Created,User_27,2016/01/11 11:24:51.163,2016/01/11 11:24:51.163,New credit,Car,8000,,statechange,,OfferState_2001776873,Offer,,,,Offer_1389086725,,,complete
Application_1777551382,O_Sent (mail and online),User_27,2016/01/11 11:25:02.480,2016/01/11 11:25:02.480,New credit,Car,8000,,statechange,,OfferState_1572731916,Offer,,,,Offer_1389086725,,,complete
Application_1777551382,W_Call after offers,User_27,2016/01/11 11:25:02.516,2016/01/11 11:25:02.516,New credit,Car,8000,,Obtained,,Workitem_2113550811,Workflow,,,,,,,start
Application_1777551382,A_Complete,User_27,2016/01/11 11:25:02.519,2016/01/11 11:25:02.519,New credit,Car,8000,,statechange,,ApplState_1974090132,Application,,,,,,,complete
Application_1279706099,A_Create Application,User_14,2016/01/11 11:25:37.578,2016/01/11 11:25:37.578,Limit raise,"Other, see explanation",10000,,Created,,Application_1279706099,Application,,,,,,,complete
Application_1279706099,A_Concept,User_14,2016/01/11 11:25:37.581,2016/01/11 11:25:37.581,Limit raise,"Other, see explanation",10000,,statechange,,ApplState_2004984861,Application,,,,,,,complete
Application_1279706099,W_Complete application,User_14,2016/01/11 11:25:37.595,2016/01/11 11:25:37.595,Limit raise,"Other, see explanation",10000,,Obtained,,Workitem_757045250,Workflow,,,,,,,start
Application_801698526,A_Accepted,User_15,2016/01/11 11:29:30.370,2016/01/11 11:29:30.370,Limit raise,"Other, see explanation",22000,,statechange,,ApplState_138104906,Application,,,,,,,complete
Application_237339437,A_Accepted,User_27,2016/01/11 11:30:24.053,2016/01/11 11:30:24.053,New credit,Car,25000,,statechange,,ApplState_1728020919,Application,,,,,,,complete
Application_2118101879,W_Validate application,User_118,2016/01/11 11:30:42.635,2016/01/11 11:30:42.635,Limit raise,Car,12000,,Obtained,,Workitem_1694955355,Workflow,,,,,,,start
Application_2118101879,A_Validating,User_118,2016/01/11 11:30:43.596,2016/01/11 11:30:43.596,Limit raise,Car,12000,,statechange,,ApplState_1504524944,Application,,,,,,,complete
Application_1978903514,A_Create Application,User_1,2016/01/11 11:30:58.851,2016/01/11 11:30:58.851,New credit,Car,15000,,Created,,Application_1978903514,Application,,,,,,,complete
Application_1978903514,A_Submitted,User_1,2016/01/11 11:30:58.931,2016/01/11 11:30:58.931,New credit,Car,15000,,statechange,,ApplState_1684013294,Application,,,,,,,complete
Application_2118101879,O_Returned,User_118,2016/01/11 11:31:08.666,2016/01/11 11:31:08.666,Limit raise,Car,12000,,statechange,,OfferState_919042212,Offer,,,,Offer_323703574,,,complete
Application_1465521095,A_Accepted,User_71,2016/01/11 11:32:50.472,2016/01/11 11:32:50.472,Limit raise,Home improvement,15000,,statechange,,ApplState_1350859919,Application,,,,,,,complete
Application_1978903514,A_Concept,User_1,2016/01/11 11:33:19.021,2016/01/11 11:33:19.021,New credit,Car,15000,,statechange,,ApplState_2114075737,Application,,,,,,,complete
Application_801698526,O_Create Offer,User_15,2016/01/11 11:34:00.856,2016/01/11 11:34:00.856,Limit raise,"Other, see explanation",22000,true,Created,0,Offer_559178676,Offer,6000,275,96,,22000,true,complete
Application_801698526,O_Created,User_15,2016/01/11 11:34:02.056,2016/01/11 11:34:02.056,Limit raise,"Other, see explanation",22000,,statechange,,OfferState_1579013881,Offer,,,,Offer_559178676,,,complete
Application_237339437,O_Create Offer,User_27,2016/01/11 11:34:03.292,2016/01/11 11:34:03.292,New credit,Car,25000,true,Created,827,Offer_1026447360,Offer,25000,330.12,90,,25000,true,complete
Application_237339437,O_Created,User_27,2016/01/11 11:34:04.816,2016/01/11 11:34:04.816,New credit,Car,25000,,statechange,,OfferState_1928982878,Offer,,,,Offer_1026447360,,,complete
Application_19385579,A_Create Application,User_47,2016/01/11 11:34:05.614,2016/01/11 11:34:05.614,Limit raise,Unknown,0,,Created,,Application_19385579,Application,,,,,,,complete
Application_19385579,A_Concept,User_47,2016/01/11 11:34:05.619,2016/01/11 11:34:05.619,Limit raise,Unknown,0,,statechange,,ApplState_1999814283,Application,,,,,,,complete
Application_19385579,W_Complete application,User_47,2016/01/11 11:34:05.650,2016/01/11 11:41:23.124,Limit raise,Unknown,0,,Deleted,,Workitem_46184880,Workflow,,,,,,,complete
Application_801698526,O_Sent (mail and online),User_15,2016/01/11 11:34:16.490,2016/01/11 11:34:16.490,Limit raise,"Other, see explanation",22000,,statechange,,OfferState_853782298,Offer,,,,Offer_559178676,,,complete
Application_801698526,W_Call after offers,User_15,2016/01/11 11:34:16.562,2016/01/11 11:34:16.562,Limit raise,"Other, see explanation",22000,,Obtained,,Workitem_1851516328,Workflow,,,,,,,start
Application_801698526,A_Complete,User_15,2016/01/11 11:34:16.566,2016/01/11 11:34:16.566,Limit raise,"Other, see explanation",22000,,statechange,,ApplState_710568495,Application,,,,,,,complete
Application_237339437,O_Sent (mail and online),User_27,2016/01/11 11:34:29.822,2016/01/11 11:34:29.822,New credit,Car,25000,,statechange,,OfferState_1499164060,Offer,,,,Offer_1026447360,,,complete
Application_237339437,W_Call after offers,User_27,2016/01/11 11:34:29.923,2016/01/11 11:34:29.923,New credit,Car,25000,,Obtained,,Workitem_1088723974,Workflow,,,,,,,start
Application_237339437,A_Complete,User_27,2016/01/11 11:34:29.935,2016/01/11 11:34:29.935,New credit,Car,25000,,statechange,,ApplState_307451052,Application,,,,,,,complete
Application_1962860870,O_Accepted,User_95,2016/01/11 11:34:36.587,2016/01/11 11:34:36.587,New credit,"Other, see explanation",6000,,statechange,,OfferState_1856846652,Offer,,,,Offer_1026878545,,,complete
Application_1962860870,A_Pending,User_95,2016/01/11 11:34:36.590,2016/01/11 11:34:36.590,New credit,"Other, see explanation",6000,,statechange,,ApplState_1963478762,Application,,,,,,,complete
Application_1962860870,O_Cancelled,User_95,2016/01/11 11:34:36.603,2016/01/11 11:34:36.603,New credit,"Other, see explanation",6000,,statechange,,OfferState_1641734480,Offer,,,,Offer_1373030331,,,complete
Application_1465521095,O_Create Offer,User_71,2016/01/11 11:35:01.369,2016/01/11 11:35:01.369,Limit raise,Home improvement,15000,true,Created,0,Offer_196568603,Offer,5000,150,127,,15000,false,complete
Application_1465521095,O_Created,User_71,2016/01/11 11:35:02.619,2016/01/11 11:35:02.619,Limit raise,Home improvement,15000,,statechange,,OfferState_13525587,Offer,,,,Offer_196568603,,,complete
Application_1436780800,A_Create Application,User_21,2016/01/11 11:35:16.500,2016/01/11 11:35:16.500,New credit,Unknown,0,,Created,,Application_1436780800,Application,,,,,,,complete
Application_1436780800,W_Complete application,User_21,2016/01/11 11:35:16.529,2016/01/11 11:43:37.053,New credit,Unknown,0,,Deleted,,Workitem_185905430,Workflow,,,,,,,complete
Application_1436780800,A_Concept,User_21,2016/01/11 11:35:16.533,2016/01/11 11:35:16.533,New credit,Unknown,0,,statechange,,ApplState_1678940490,Application,,,,,,,complete
Application_842511489,O_Accepted,User_30,2016/01/11 11:35:23.639,2016/01/11 11:35:23.639,Limit raise,"Other, see explanation",15000,,statechange,,OfferState_202935253,Offer,,,,Offer_1647711220,,,complete
Application_842511489,A_Pending,User_30,2016/01/11 11:35:23.657,2016/01/11 11:35:23.657,Limit raise,"Other, see explanation",15000,,statechange,,ApplState_1362651332,Application,,,,,,,complete
Application_1465521095,O_Sent (mail and online),User_71,2016/01/11 11:36:03.356,2016/01/11 11:36:03.356,Limit raise,Home improvement,15000,,statechange,,OfferState_1005426691,Offer,,,,Offer_196568603,,,complete
Application_1465521095,W_Call after offers,User_71,2016/01/11 11:36:03.381,2016/01/11 11:36:03.381,Limit raise,Home improvement,15000,,Obtained,,Workitem_766670124,Workflow,,,,,,,start
Application_1465521095,A_Complete,User_71,2016/01/11 11:36:03.383,2016/01/11 11:36:03.383,Limit raise,Home improvement,15000,,statechange,,ApplState_889188314,Application,,,,,,,complete
Application_680031808,A_Create Application,User_9,2016/01/11 11:36:18.013,2016/01/11 11:36:18.013,New credit,Unknown,0,,Created,,Application_680031808,Application,,,,,,,complete
Application_680031808,W_Complete application,User_9,2016/01/11 11:36:18.023,2016/01/11 11:44:57.399,New credit,Unknown,0,,Deleted,,Workitem_622481071,Workflow,,,,,,,complete
Application_680031808,A_Concept,User_9,2016/01/11 11:36:18.025,2016/01/11 11:36:18.025,New credit,Unknown,0,,statechange,,ApplState_1070661462,Application,,,,,,,complete
Application_1596259876,A_Accepted,User_7,2016/01/11 11:36:36.929,2016/01/11 11:36:36.929,New credit,Extra spending limit,5000,,statechange,,ApplState_1858443263,Application,,,,,,,complete
Application_19385579,A_Accepted,User_47,2016/01/11 11:36:41.548,2016/01/11 11:36:41.548,Limit raise,Unknown,0,,statechange,,ApplState_1352291659,Application,,,,,,,complete
Application_322142576,A_Create Application,User_1,2016/01/11 11:37:40.393,2016/01/11 11:37:40.393,New credit,Home improvement,5000,,Created,,Application_322142576,Application,,,,,,,complete
Application_322142576,A_Submitted,User_1,2016/01/11 11:37:40.529,2016/01/11 11:37:40.529,New credit,Home improvement,5000,,statechange,,ApplState_1710322457,Application,,,,,,,complete
Application_408645375,A_Accepted,User_4,2016/01/11 11:37:42.648,2016/01/11 11:37:42.648,New credit,Car,5000,,statechange,,ApplState_2000566637,Application,,,,,,,complete
Application_275430191,A_Accepted,User_25,2016/01/11 11:38:04.250,2016/01/11 11:38:04.250,New credit,Existing loan takeover,16000,,statechange,,ApplState_247722893,Application,,,,,,,complete
Application_1436780800,A_Accepted,User_21,2016/01/11 11:38:20.965,2016/01/11 11:38:20.965,New credit,Unknown,0,,statechange,,ApplState_68113977,Application,,,,,,,complete
Application_408645375,O_Create Offer,User_4,2016/01/11 11:38:23.453,2016/01/11 11:38:23.453,New credit,Car,5000,true,Created,1133,Offer_416922372,Offer,5000,153.68,36,,5000,true,complete
Application_408645375,O_Created,User_4,2016/01/11 11:38:25.095,2016/01/11 11:38:25.095,New credit,Car,5000,,statechange,,OfferState_397189184,Offer,,,,Offer_416922372,,,complete
Application_1038917262,W_Complete application,User_71,2016/01/11 11:38:36.109,2016/01/11 11:38:36.109,New credit,Car,18000,,Obtained,,Workitem_1012474541,Workflow,,,,,,,start
