Case ID,Activity,Resource,Complete Timestamp,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-717113861,Queued\\Awaiting Assignment,Luiz,2012/04/12 23:26:50.000,Queued,Low,Awaiting Assignment,S8,V3_2,pl,Org line G2,PROD424,Brazil
1-710083501,Accepted\\Assigned,Sreelesh,2012/04/13 01:03:06.000,Accepted,Medium,Assigned,G92,E_5,in,Org line C,PROD565,INDIA
1-717113861,Accepted\\In Progress,Renato,2012/04/13 01:42:32.000,Accepted,Low,In Progress,S8,V3_2,pl,Org line G2,PROD424,Brazil
1-717113861,Accepted\\In Progress,Renato,2012/04/13 01:42:39.000,Accepted,Low,In Progress,S8,V3_2,pl,Org line G2,PROD424,Brazil
1-717113861,Accepted\\Assigned,Renato,2012/04/13 01:43:34.000,Accepted,Low,Assigned,S8,V3_2,pl,Org line G2,PROD424,Brazil
1-717446378,Accepted\\In Progress,Renato,2012/04/13 01:58:12.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD424,Brazil
1-717446378,Accepted\\In Progress,Renato,2012/04/13 01:58:43.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD424,Brazil
1-717446378,Queued\\Awaiting Assignment,Renato,2012/04/13 02:01:20.000,Queued,Low,Awaiting Assignment,G165 2nd,E_7,pl,Org line C,PROD424,Brazil
1-717491930,Accepted\\In Progress,Manuel,2012/04/13 02:08:24.000,Accepted,Low,In Progress,G96,V3_2,pl,Org line C,PROD424,Brazil
1-717491930,Accepted\\In Progress,Manuel,2012/04/13 02:09:11.000,Accepted,Low,In Progress,G96,V3_2,pl,Org line C,PROD424,Brazil
1-717446378,Accepted\\In Progress,Satheesh,2012/04/13 02:15:06.000,Accepted,Low,In Progress,G165 2nd,E_7,pl,Org line C,PROD424,INDIA
1-717491930,Completed\\In Call,Manuel,2012/04/13 02:31:37.000,Completed,Low,In Call,G96,V3_2,pl,Org line C,PROD424,Brazil
1-717431477,Accepted\\In Progress,Uguisu,2012/04/13 03:17:39.000,Accepted,Low,In Progress,G97,V3_2,jp,Org line C,PROD348,Japan
1-717431477,Accepted\\In Progress,Uguisu,2012/04/13 03:19:57.000,Accepted,Low,In Progress,G97,V3_2,jp,Org line C,PROD348,Japan
1-717431477,Accepted\\Wait,Uguisu,2012/04/13 03:21:51.000,Accepted,Low,Wait,G97,V3_2,jp,Org line C,PROD348,Japan
1-717431477,Accepted\\In Progress,Uguisu,2012/04/13 03:30:59.000,Accepted,Low,In Progress,G97,V3_2,jp,Org line C,PROD348,Japan
1-717431477,Accepted\\Wait - User,Uguisu,2012/04/13 03:39:07.000,Accepted,Low,Wait - User,G97,V3_2,jp,Org line C,PROD348,Japan
1-707802351,Accepted\\In Progress,Vaibhav,2012/04/13 03:54:00.000,Accepted,High,In Progress,G88 2nd,E_4,us,Org line C,PROD793,Sweden
1-716221928,Accepted\\In Progress,Jinos,2012/04/13 04:31:00.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD814,INDIA
1-716221928,Accepted\\Wait - User,Jinos,2012/04/13 04:31:08.000,Accepted,Low,Wait - User,G97,V3_2,pl,Org line C,PROD814,INDIA
1-716221928,Queued\\Awaiting Assignment,Jinos,2012/04/13 05:15:45.000,Queued,Low,Awaiting Assignment,S3 2nd,A2_3,pl,Org line A2,PROD814,INDIA
1-716689691,Accepted\\In Progress,Sudhakar Moses,2012/04/13 07:20:56.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD494,INDIA
1-716689691,Accepted\\Wait,Sudhakar Moses,2012/04/13 07:21:02.000,Accepted,Low,Wait,G97,V3_2,pl,Org line C,PROD494,INDIA
1-709456716,Accepted\\In Progress,Przemyslaw,2012/04/13 08:00:28.000,Accepted,Medium,In Progress,D4,A2_1,se,Org line A2,PROD236,POLAND
1-709456716,Queued\\Awaiting Assignment,Przemyslaw,2012/04/13 08:07:53.000,Queued,Medium,Awaiting Assignment,A10,A2_5,se,Org line A2,PROD236,POLAND
1-716215673,Accepted\\In Progress,Pär,2012/04/13 08:38:27.000,Accepted,Medium,In Progress,V46 2nd,,be,Other,PROD308,Sweden
1-717275031,Accepted\\In Progress,Krishnarjuna,2012/04/13 08:38:55.000,Accepted,High,In Progress,G157 2nd,E_7,in,Org line C,PROD154,Sweden
1-717275031,Accepted\\Assigned,Krishnarjuna,2012/04/13 08:40:12.000,Accepted,High,Assigned,G157 2nd,E_7,in,Org line C,PROD154,Sweden
1-716215673,Queued\\Awaiting Assignment,Pär,2012/04/13 08:40:51.000,Queued,Medium,Awaiting Assignment,D6,A2_1,be,Org line C,PROD308,Sweden
1-716215673,Accepted\\In Progress,Valeria,2012/04/13 08:42:04.000,Accepted,Medium,In Progress,D6,A2_1,be,Org line C,PROD308,Belgium
1-716215673,Completed\\Resolved,Valeria,2012/04/13 08:44:15.000,Completed,Medium,Resolved,D6,A2_1,be,Org line C,PROD308,Belgium
1-716215673,Accepted\\In Progress,Valeria,2012/04/13 08:44:20.000,Accepted,Medium,In Progress,D6,A2_1,be,Org line C,PROD308,Belgium
1-716215673,Accepted\\Wait - User,Valeria,2012/04/13 08:44:28.000,Accepted,Medium,Wait - User,D6,A2_1,be,Org line C,PROD308,Belgium
1-708824660,Accepted\\Wait - User,Siebel,2012/04/13 08:46:53.000,Accepted,Medium,Wait - User,D8,A2_1,pl,Org line A2,PROD776,0
1-716035538,Accepted\\In Progress,Radha,2012/04/13 09:01:04.000,Accepted,Low,In Progress,G181 2nd,E_8,se,Org line C,PROD196,Sweden
1-716035538,Queued\\Awaiting Assignment,Radha,2012/04/13 09:02:29.000,Queued,Low,Awaiting Assignment,G97,V3_2,se,Org line C,PROD196,Sweden
1-700356558,Accepted\\In Progress,Anna,2012/04/13 09:04:32.000,Accepted,Medium,In Progress,G42 3rd,A2_1,pl,Org line A2,PROD235,POLAND
1-700356558,Queued\\Awaiting Assignment,Anna,2012/04/13 09:07:36.000,Queued,Medium,Awaiting Assignment,D4,A2_1,pl,Org line A2,PROD235,POLAND
1-717714208,Accepted\\In Progress,Karolina,2012/04/13 09:14:09.000,Accepted,Low,In Progress,G96,V3_2,pl,Org line C,PROD494,POLAND
1-717684213,Accepted\\In Progress,Jüri,2012/04/13 09:14:43.000,Accepted,Medium,In Progress,G345 2nd,A2_1,se,Org line A2,PROD541,Sweden
1-707771775,Accepted\\In Progress,Hicham,2012/04/13 09:17:37.000,Accepted,High,In Progress,G3 2nd,E_10,se,Org line C,PROD178,Sweden
1-716289998,Accepted\\Wait - User,Stephane,2012/04/13 09:21:15.000,Accepted,Low,Wait - User,V51 2nd,,fr,Org line C,PROD261,France
1-717197709,Accepted\\In Progress,Kave,2012/04/13 09:21:42.000,Accepted,Low,In Progress,M17,V3_2,se,Org line C,PROD237,Sweden
1-695360832,Accepted\\In Progress,Hanne,2012/04/13 09:24:42.000,Accepted,Medium,In Progress,G45 2nd,A2_3,se,Org line A2,PROD726,Sweden
1-695360832,Accepted\\Wait - User,Hanne,2012/04/13 09:24:54.000,Accepted,Medium,Wait - User,G45 2nd,A2_3,se,Org line A2,PROD726,Sweden
1-704218008,Accepted\\Wait - User,Stephane,2012/04/13 09:26:38.000,Accepted,Low,Wait - User,W4,V3_2,fr,Org line C,PROD279,France
1-717684213,Accepted\\In Progress,Jüri,2012/04/13 09:27:10.000,Accepted,Medium,In Progress,G345 2nd,A2_1,se,Org line A2,PROD541,Sweden
1-717684213,Accepted\\Wait,Jüri,2012/04/13 09:28:58.000,Accepted,Medium,Wait,G345 2nd,A2_1,se,Org line A2,PROD541,Sweden
1-717714208,Accepted\\In Progress,Karolina,2012/04/13 09:29:03.000,Accepted,Low,In Progress,G96,V3_2,pl,Org line C,PROD494,POLAND
1-710177495,Accepted\\In Progress,Aleksandra,2012/04/13 09:29:51.000,Accepted,Low,In Progress,G192,V3_2,se,Org line C,PROD646,POLAND
1-717714208,Queued\\Awaiting Assignment,Karolina,2012/04/13 09:32:18.000,Queued,Low,Awaiting Assignment,G84 2nd,E_10,pl,Org line C,PROD494,POLAND
1-716035538,Accepted\\In Progress,Krzysztof,2012/04/13 09:46:35.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD196,POLAND
1-716035538,Queued\\Awaiting Assignment,Krzysztof,2012/04/13 09:47:25.000,Queued,Low,Awaiting Assignment,G271 2nd,E_10,se,Org line C,PROD196,POLAND
1-710177495,Accepted\\Wait,Aleksandra,2012/04/13 09:47:36.000,Accepted,Low,Wait,G192,V3_2,se,Org line C,PROD646,POLAND
1-698990450,Accepted\\In Progress,Tomasz,2012/04/13 09:52:34.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD401,POLAND
1-696861441,Accepted\\In Progress,Kent,2012/04/13 09:54:05.000,Accepted,Medium,In Progress,L50 3rd,D_1,in,Org line A2,PROD611,Sweden
1-716035538,Accepted\\In Progress,Sameer,2012/04/13 09:54:07.000,Accepted,Low,In Progress,G271 2nd,E_10,se,Org line C,PROD196,Sweden
1-717717559,Accepted\\In Progress,Filip,2012/04/13 10:07:19.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD662,Sweden
1-717720404,Accepted\\In Progress,Urszula,2012/04/13 10:07:32.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD424,POLAND
1-717717559,Accepted\\In Progress,Filip,2012/04/13 10:07:33.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD662,Sweden
1-717720404,Accepted\\In Progress,Urszula,2012/04/13 10:07:59.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD424,POLAND
1-709456716,Accepted\\In Progress,Pär,2012/04/13 10:09:24.000,Accepted,Medium,In Progress,A10,A2_5,se,Org line A2,PROD236,Sweden
1-717720404,Queued\\Awaiting Assignment,Urszula,2012/04/13 10:09:50.000,Queued,Low,Awaiting Assignment,G97,V3_2,pl,Org line C,PROD424,POLAND
1-716035538,Accepted\\Assigned,Sameer,2012/04/13 10:11:37.000,Accepted,Low,Assigned,G271 2nd,E_10,se,Org line C,PROD196,Sweden
1-710177495,Accepted\\In Progress,Aleksandra,2012/04/13 10:11:54.000,Accepted,Low,In Progress,G192,V3_2,se,Org line C,PROD646,POLAND
1-717717559,Queued\\Awaiting Assignment,Filip,2012/04/13 10:17:57.000,Queued,Medium,Awaiting Assignment,G255 2nd,E_10,se,Org line C,PROD662,Sweden
1-710177495,Accepted\\Wait,Aleksandra,2012/04/13 10:24:19.000,Accepted,Low,Wait,G192,V3_2,se,Org line C,PROD646,POLAND
1-717717559,Accepted\\In Progress,Charlotte,2012/04/13 10:26:03.000,Accepted,Medium,In Progress,G255 2nd,E_10,se,Org line C,PROD662,Sweden
1-717717559,Queued\\Awaiting Assignment,Charlotte,2012/04/13 10:26:16.000,Queued,Medium,Awaiting Assignment,G257 3rd,C_6,se,Org line C,PROD662,Sweden
1-717726137,Accepted\\In Progress,Åsa,2012/04/13 10:26:28.000,Accepted,Low,In Progress,S49,V3_2,se,Org line C,PROD455,Sweden
1-709456716,Queued\\Awaiting Assignment,Pär,2012/04/13 10:26:58.000,Queued,Medium,Awaiting Assignment,D7,A2_1,se,Org line A2,PROD236,Sweden
1-717726137,Accepted\\In Progress,Åsa,2012/04/13 10:27:15.000,Accepted,Low,In Progress,S49,V3_2,se,Org line C,PROD455,Sweden
1-717726137,Accepted\\Wait - Vendor,Åsa,2012/04/13 10:29:01.000,Accepted,Low,Wait - Vendor,S49,V3_2,se,Org line C,PROD455,Sweden
1-716035538,Accepted\\In Progress,Amar,2012/04/13 10:31:41.000,Accepted,Low,In Progress,G271 2nd,E_10,se,Org line C,PROD196,Sweden
1-716584541,Accepted\\In Progress,Nina,2012/04/13 10:32:21.000,Accepted,Low,In Progress,V27,V3_2,pl,Org line C,PROD314,POLAND
1-716584541,Accepted\\In Progress,Nina,2012/04/13 10:32:55.000,Accepted,Low,In Progress,V27,V3_2,pl,Org line C,PROD314,POLAND
1-716584541,Accepted\\In Progress,Nina,2012/04/13 10:32:57.000,Accepted,Low,In Progress,V27,V3_2,pl,Org line C,PROD314,POLAND
1-716584541,Queued\\Awaiting Assignment,Nina,2012/04/13 10:33:13.000,Queued,Low,Awaiting Assignment,G22 2nd,A2_2,pl,Org line A2,PROD314,POLAND
1-716530349,Queued\\Awaiting Assignment,Danny,2012/04/13 10:33:20.000,Queued,Medium,Awaiting Assignment,D2,A2_1,be,Org line C,PROD542,Netherlands
1-698990450,Accepted\\Wait - User,Tomasz,2012/04/13 10:36:59.000,Accepted,Low,Wait - User,G97,V3_2,se,Org line C,PROD401,POLAND
1-698990450,Completed\\Resolved,Tomasz,2012/04/13 10:37:37.000,Completed,Low,Resolved,G97,V3_2,se,Org line C,PROD401,POLAND
1-709456716,Accepted\\In Progress,Emil,2012/04/13 10:45:06.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD236,Sweden
1-716035538,Queued\\Awaiting Assignment,Amar,2012/04/13 10:45:22.000,Queued,Low,Awaiting Assignment,G181 2nd,E_8,se,Org line C,PROD196,Sweden
1-709456716,Accepted\\Wait - User,Emil,2012/04/13 10:47:15.000,Accepted,Medium,Wait - User,D7,A2_1,se,Org line A2,PROD236,Sweden
1-716035538,Accepted\\In Progress,Radha,2012/04/13 10:50:53.000,Accepted,Low,In Progress,G181 2nd,E_8,se,Org line C,PROD196,Sweden
1-715658220,Accepted\\In Progress,Muthu,2012/04/13 10:52:31.000,Accepted,Low,In Progress,G96,V3_2,in,Org line C,PROD424,INDIA
1-716530349,Accepted\\In Progress,Renaat,2012/04/13 10:53:19.000,Accepted,Medium,In Progress,D2,A2_1,be,Org line C,PROD542,Belgium
1-715658220,Completed\\Resolved,Muthu,2012/04/13 10:53:28.000,Completed,Low,Resolved,G96,V3_2,in,Org line C,PROD424,INDIA
1-715658220,Completed\\Closed,Muthu,2012/04/13 10:53:32.000,Completed,Low,Closed,G96,V3_2,in,Org line C,PROD424,INDIA
1-717764374,Accepted\\In Progress,Muthu,2012/04/13 10:55:52.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD243,INDIA
1-716530349,Accepted\\Wait - User,Renaat,2012/04/13 10:57:07.000,Accepted,Medium,Wait - User,D2,A2_1,be,Org line C,PROD542,Belgium
1-717764374,Accepted\\In Progress,Muthu,2012/04/13 10:58:24.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD243,INDIA
1-717770354,Accepted\\In Progress,Noel,2012/04/13 10:59:10.000,Accepted,High,In Progress,G96,V3_2,se,Org line C,PROD820,INDIA
1-717770354,Accepted\\In Progress,Noel,2012/04/13 10:59:38.000,Accepted,High,In Progress,G96,V3_2,se,Org line C,PROD820,INDIA
1-717795233,Accepted\\In Progress,Izabela,2012/04/13 11:00:38.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD704,POLAND
1-717764374,Queued\\Awaiting Assignment,Muthu,2012/04/13 11:00:46.000,Queued,Low,Awaiting Assignment,G47 2nd,A2_4,se,Org line A2,PROD243,INDIA
1-717795233,Accepted\\In Progress,Izabela,2012/04/13 11:01:06.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD704,POLAND
1-717764374,Accepted\\In Progress,Rajendran,2012/04/13 11:05:04.000,Accepted,Low,In Progress,G47 2nd,A2_4,se,Org line A2,PROD243,Sweden
1-717770354,Queued\\Awaiting Assignment,Noel,2012/04/13 11:05:20.000,Queued,High,Awaiting Assignment,G5 2nd,A2_3,se,Org line A2,PROD820,INDIA
1-709504717,Queued\\Awaiting Assignment,Danny,2012/04/13 11:05:53.000,Queued,Medium,Awaiting Assignment,D2,A2_1,nl,Org line C,PROD542,Netherlands
1-709504717,Queued\\Awaiting Assignment,Danny,2012/04/13 11:05:54.000,Queued,Medium,Awaiting Assignment,D2,A2_1,nl,Org line C,PROD542,Netherlands
1-712880822,Accepted\\In Progress,Magdalena,2012/04/13 11:07:45.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD494,POLAND
1-712880822,Accepted\\Assigned,Magdalena,2012/04/13 11:08:03.000,Accepted,Low,Assigned,G97,V3_2,pl,Org line C,PROD494,POLAND
1-716688713,Accepted\\In Progress,Göran,2012/04/13 11:12:49.000,Accepted,Medium,In Progress,V46 2nd,,se,Other,PROD308,Sweden
1-716688713,Queued\\Awaiting Assignment,Göran,2012/04/13 11:15:08.000,Queued,Medium,Awaiting Assignment,D6,A2_1,se,Org line C,PROD308,Sweden
1-709563207,Queued\\Awaiting Assignment,Juan,2012/04/13 11:15:14.000,Queued,Medium,Awaiting Assignment,D8,A2_1,pl,Org line A2,PROD542,Netherlands
1-717795233,Accepted\\In Progress,Izabela,2012/04/13 11:20:01.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD704,POLAND
1-717795233,Queued\\Awaiting Assignment,Izabela,2012/04/13 11:20:17.000,Queued,Low,Awaiting Assignment,M20 2nd,A2_2,se,Org line A2,PROD704,POLAND
1-715416221,Accepted\\In Progress,Magdalena,2012/04/13 11:23:30.000,Accepted,Low,In Progress,G97,V3_2,in,Org line C,PROD788,POLAND
1-715416221,Accepted\\Assigned,Magdalena,2012/04/13 11:23:48.000,Accepted,Low,Assigned,G97,V3_2,in,Org line C,PROD788,POLAND
1-717795233,Accepted\\In Progress,Tommy,2012/04/13 11:25:34.000,Accepted,Low,In Progress,M20 2nd,A2_2,se,Org line A2,PROD704,Sweden
1-717770354,Accepted\\In Progress,Karthikeyani,2012/04/13 11:27:27.000,Accepted,High,In Progress,G5 2nd,A2_3,se,Org line A2,PROD820,Sweden
1-717770354,Queued\\Awaiting Assignment,Karthikeyani,2012/04/13 11:28:56.000,Queued,High,Awaiting Assignment,V43 2nd,,se,Org line V9,PROD820,Sweden
1-708654452,Accepted\\In Progress,Rafal,2012/04/13 11:29:43.000,Accepted,Low,In Progress,G97,V3_2,in,Org line C,PROD424,POLAND
1-716688713,Accepted\\In Progress,Valeria,2012/04/13 11:39:42.000,Accepted,Medium,In Progress,D6,A2_1,se,Org line C,PROD308,Belgium
1-717843904,Accepted\\In Progress,Karolina,2012/04/13 11:47:30.000,Accepted,Low,In Progress,G96,V3_2,fr,Org line C,PROD237,POLAND
1-698990450,Accepted\\In Progress,Tomasz,2012/04/13 11:48:02.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD401,POLAND
1-717843904,Accepted\\In Progress,Karolina,2012/04/13 11:49:14.000,Accepted,Low,In Progress,G96,V3_2,fr,Org line C,PROD237,POLAND
1-708654452,Queued\\Awaiting Assignment,Rafal,2012/04/13 11:49:34.000,Queued,Low,Awaiting Assignment,G230 2nd,E_10,in,Org line B,PROD424,POLAND
1-716688713,Queued\\Awaiting Assignment,Valeria,2012/04/13 11:51:19.000,Queued,Medium,Awaiting Assignment,V46 2nd,,se,Other,PROD308,Belgium
1-709504717,Accepted\\In Progress,Danny,2012/04/13 11:54:09.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-709504717,Queued\\Awaiting Assignment,Danny,2012/04/13 11:55:00.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-709504717,Queued\\Awaiting Assignment,Danny,2012/04/13 11:55:01.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-717854005,Accepted\\In Progress,Mateusz,2012/04/13 11:58:30.000,Accepted,High,In Progress,G96,V3_2,gb,Org line C,PROD235,POLAND
1-708654452,Accepted\\In Progress,Varghese,2012/04/13 11:58:45.000,Accepted,Low,In Progress,G230 2nd,E_10,in,Org line B,PROD424,Sweden
1-717854005,Accepted\\In Progress,Mateusz,2012/04/13 11:58:51.000,Accepted,High,In Progress,G96,V3_2,gb,Org line C,PROD235,POLAND
1-717845096,Accepted\\In Progress,Oden,2012/04/13 11:59:43.000,Accepted,Medium,In Progress,S42,V3_2,in,Org line C,PROD565,Sweden
1-717845096,Accepted\\In Progress,Oden,2012/04/13 12:00:13.000,Accepted,Medium,In Progress,S42,V3_2,in,Org line C,PROD565,Sweden
1-717845096,Queued\\Awaiting Assignment,Oden,2012/04/13 12:00:28.000,Queued,Medium,Awaiting Assignment,S42,V3_2,in,Org line C,PROD565,Sweden
1-717843904,Queued\\Awaiting Assignment,Karolina,2012/04/13 12:01:39.000,Queued,Low,Awaiting Assignment,G97,V3_2,fr,Org line C,PROD237,POLAND
1-717854005,Queued\\Awaiting Assignment,Mateusz,2012/04/13 12:05:05.000,Queued,High,Awaiting Assignment,V59 2nd,,gb,Org line V11,PROD235,POLAND
1-709073651,Accepted\\Assigned,Prashant,2012/04/13 12:05:29.000,Accepted,Medium,Assigned,G92,E_5,in,Org line C,PROD243,INDIA
1-717843904,Accepted\\In Progress,Karolina,2012/04/13 12:05:55.000,Accepted,Low,In Progress,G97,V3_2,fr,Org line C,PROD237,POLAND
1-717843904,Queued\\Awaiting Assignment,Karolina,2012/04/13 12:07:15.000,Queued,Low,Awaiting Assignment,G97,V3_2,fr,Org line C,PROD237,POLAND
1-717854005,Accepted\\In Progress,Deborah,2012/04/13 12:07:23.000,Accepted,High,In Progress,V59 2nd,,gb,Org line V11,PROD235,United Kingdom
1-710177495,Accepted\\In Progress,Aleksandra,2012/04/13 12:10:40.000,Accepted,Low,In Progress,G192,V3_2,se,Org line C,PROD646,POLAND
1-717799091,Queued\\Awaiting Assignment,Bruno,2012/04/13 12:22:49.000,Queued,Medium,Awaiting Assignment,V27,V3_2,fr,Org line C,PROD237,France
1-708654452,Accepted\\Assigned,Varghese,2012/04/13 12:29:23.000,Accepted,Low,Assigned,G230 2nd,E_10,in,Org line B,PROD424,Sweden
1-715977583,Accepted\\Assigned,Anna,2012/04/13 12:31:29.000,Accepted,Medium,Assigned,G96,V3_2,us,Org line C,PROD793,China
1-715977583,Accepted\\In Progress,Anna,2012/04/13 12:31:37.000,Accepted,Medium,In Progress,G96,V3_2,us,Org line C,PROD793,China
1-716584541,Accepted\\In Progress,Rahul,2012/04/13 12:32:36.000,Accepted,Low,In Progress,G22 2nd,A2_2,pl,Org line A2,PROD314,Sweden
1-715977583,Queued\\Awaiting Assignment,Anna,2012/04/13 12:32:54.000,Queued,Medium,Awaiting Assignment,G92,E_5,us,Org line C,PROD793,China
1-717799091,Accepted\\In Progress,Magdalena,2012/04/13 12:35:08.000,Accepted,Medium,In Progress,V27,V3_2,fr,Org line C,PROD237,POLAND
1-717799091,Accepted\\Assigned,Magdalena,2012/04/13 12:35:14.000,Accepted,Medium,Assigned,V27,V3_2,fr,Org line C,PROD237,POLAND
1-716584541,Queued\\Awaiting Assignment,Rahul,2012/04/13 12:36:07.000,Queued,Low,Awaiting Assignment,G97,V3_2,pl,Org line C,PROD314,Sweden
1-707295006,Queued\\Awaiting Assignment,Brecht,2012/04/13 12:37:19.000,Queued,Medium,Awaiting Assignment,G57 2nd,E_2,se,Org line C,PROD799,Belgium
1-707295006,Queued\\Awaiting Assignment,Brecht,2012/04/13 12:37:20.000,Queued,Medium,Awaiting Assignment,G57 2nd,E_2,se,Org line C,PROD799,Belgium
1-717843904,Accepted\\In Progress,Krzysztof,2012/04/13 12:37:38.000,Accepted,Low,In Progress,G97,V3_2,fr,Org line C,PROD237,POLAND
1-717843904,Accepted\\Assigned,Krzysztof,2012/04/13 12:37:42.000,Accepted,Low,Assigned,G97,V3_2,fr,Org line C,PROD237,POLAND
1-715860853,Accepted\\Wait - User,Shobha,2012/04/13 12:38:09.000,Accepted,Low,Wait - User,G119 2nd,E_8,in,Org line C,PROD597,INDIA
1-716035538,Accepted\\Wait,Radha,2012/04/13 12:40:12.000,Accepted,Low,Wait,G181 2nd,E_8,se,Org line C,PROD196,Sweden
1-715977583,Accepted\\In Progress,Garima,2012/04/13 12:42:30.000,Accepted,Medium,In Progress,G92,E_5,us,Org line C,PROD793,INDIA
1-716584541,Accepted\\In Progress,Krzysztof,2012/04/13 12:43:44.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD314,POLAND
1-716584541,Accepted\\Assigned,Krzysztof,2012/04/13 12:43:50.000,Accepted,Low,Assigned,G97,V3_2,pl,Org line C,PROD314,POLAND
1-717837851,Accepted\\In Progress,Karin,2012/04/13 12:44:42.000,Accepted,Medium,In Progress,G56 3rd,C_1,be,Org line C,PROD821,Sweden
1-717837851,Accepted\\In Progress,Karin,2012/04/13 12:45:01.000,Accepted,Medium,In Progress,G56 3rd,C_1,be,Org line C,PROD821,Sweden
1-715977583,Accepted\\In Progress,Garima,2012/04/13 12:46:48.000,Accepted,Medium,In Progress,G92,E_5,us,Org line C,PROD793,INDIA
1-710177495,Accepted\\Wait,Aleksandra,2012/04/13 12:48:10.000,Accepted,Low,Wait,G192,V3_2,se,Org line C,PROD646,POLAND
1-716688713,Accepted\\In Progress,Göran,2012/04/13 12:50:50.000,Accepted,Medium,In Progress,V46 2nd,,se,Other,PROD308,Sweden
1-717837851,Queued\\Awaiting Assignment,Karin,2012/04/13 12:51:26.000,Queued,Medium,Awaiting Assignment,G92,E_5,be,Org line C,PROD821,Sweden
1-715780861,Accepted\\In Progress,Magdalena,2012/04/13 12:55:39.000,Accepted,Low,In Progress,G97,V3_2,fr,Org line C,PROD325,POLAND
1-715780861,Queued\\Awaiting Assignment,Magdalena,2012/04/13 12:56:00.000,Queued,Low,Awaiting Assignment,G22 2nd,A2_2,fr,Org line A2,PROD325,POLAND
1-710177495,Accepted\\Wait - User,Aleksandra,2012/04/13 12:58:19.000,Accepted,Low,Wait - User,G192,V3_2,se,Org line C,PROD646,POLAND
1-717901005,Accepted\\In Progress,Noel,2012/04/13 13:02:02.000,Accepted,Low,In Progress,G96,V3_2,in,Org line C,PROD261,INDIA
1-717901005,Accepted\\In Progress,Noel,2012/04/13 13:02:55.000,Accepted,Low,In Progress,G96,V3_2,in,Org line C,PROD261,INDIA
1-715977583,Queued\\Awaiting Assignment,Garima,2012/04/13 13:03:54.000,Queued,Medium,Awaiting Assignment,G88 2nd,E_4,us,Org line C,PROD793,INDIA
1-717837851,Accepted\\In Progress,Garima,2012/04/13 13:07:47.000,Accepted,Medium,In Progress,G92,E_5,be,Org line C,PROD821,INDIA
1-712880822,Accepted\\In Progress,Sophia,2012/04/13 13:10:19.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD494,INDIA
1-715977583,Accepted\\In Progress,Hineesh,2012/04/13 13:13:03.000,Accepted,Medium,In Progress,G88 2nd,E_4,us,Org line C,PROD793,INDIA
1-716035538,Accepted\\In Progress,Venkanna,2012/04/13 13:15:02.000,Accepted,Low,In Progress,G181 2nd,E_8,se,Org line C,PROD196,INDIA
1-717901005,Completed\\In Call,Noel,2012/04/13 13:15:16.000,Completed,Low,In Call,G96,V3_2,in,Org line C,PROD261,INDIA
1-692067345,Queued\\Awaiting Assignment,Vittal,2012/04/13 13:18:35.000,Queued,Low,Awaiting Assignment,G97,V3_2,in,Org line C,PROD215,Sweden
1-717845096,Accepted\\In Progress,Sebastian,2012/04/13 13:22:24.000,Accepted,Medium,In Progress,S42,V3_2,in,Org line C,PROD565,Sweden
1-717845096,Queued\\Awaiting Assignment,Sebastian,2012/04/13 13:23:38.000,Queued,Medium,Awaiting Assignment,S42,V3_2,in,Org line C,PROD565,Sweden
1-716584541,Accepted\\In Progress,Nina,2012/04/13 13:27:21.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD314,POLAND
1-716584541,Accepted\\Wait,Nina,2012/04/13 13:29:23.000,Accepted,Low,Wait,G97,V3_2,pl,Org line C,PROD314,POLAND
1-698990450,Accepted\\Wait - User,Tomasz,2012/04/13 13:30:34.000,Accepted,Low,Wait - User,G97,V3_2,se,Org line C,PROD401,POLAND
