Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
750,Collection of documents,group1,2014/04/17 11:15:16.000,2014/04/17 12:35:03.000
707,Credit worthiness check,group3,2014/04/17 11:16:15.000,2014/04/17 12:52:53.000
701,Collateral check,group4,2014/04/17 11:16:50.000,2014/04/17 11:48:08.000
751,Collection of documents,group1,2014/04/17 11:19:14.000,2014/04/17 12:56:02.000
697,Collateral check,group4,2014/04/17 11:20:03.000,2014/04/17 11:49:03.000
676,Requirements review,group6,2014/04/17 11:20:17.000,2014/04/17 11:25:35.000
733,Completeness check,group2,2014/04/17 11:20:19.000,2014/04/17 12:46:07.000
693,Collateral check,group4,2014/04/17 11:20:20.000,2014/04/17 11:46:24.000
732,Completeness check,group2,2014/04/17 11:20:31.000,2014/04/17 12:45:38.000
720,Credit worthiness check,group3,2014/04/17 11:20:59.000,2014/04/17 12:39:03.000
689,Requirements review,group6,2014/04/17 11:21:12.000,2014/04/17 11:26:35.000
695,Collateral check,group4,2014/04/17 11:21:15.000,2014/04/17 12:25:40.000
698,Collateral check,group4,2014/04/17 11:21:20.000,2014/04/17 12:22:55.000
725,Completeness check,group2,2014/04/17 11:21:48.000,2014/04/17 12:28:45.000
686,Collateral check,group4,2014/04/17 11:22:44.000,2014/04/17 11:55:25.000
752,Collection of documents,group1,2014/04/17 11:23:34.000,2014/04/17 13:05:41.000
734,Completeness check,group2,2014/04/17 11:23:37.000,2014/04/17 12:18:59.000
754,Collection of documents,group1,2014/04/17 11:23:52.000,2014/04/17 12:20:35.000
726,Completeness check,group2,2014/04/17 11:24:12.000,2014/04/17 12:24:03.000
712,Credit worthiness check,group3,2014/04/17 11:24:25.000,2014/04/17 12:51:33.000
705,Collateral check,group4,2014/04/17 11:25:00.000,2014/04/17 11:58:27.000
680,Requirements review,group6,2014/04/17 11:25:10.000,2014/04/17 11:30:51.000
702,Collateral check,group4,2014/04/17 11:25:14.000,2014/04/17 12:02:34.000
696,Collateral check,group4,2014/04/17 11:25:51.000,2014/04/17 12:24:09.000
747,Completeness check,group2,2014/04/17 11:26:03.000,2014/04/17 12:49:54.000
699,Collateral check,group4,2014/04/17 11:27:12.000,2014/04/17 12:37:32.000
710,Collateral check,group4,2014/04/17 11:27:37.000,2014/04/17 12:34:09.000
665,Requirements review,group6,2014/04/17 11:27:53.000,2014/04/17 11:39:20.000
691,Credit worthiness check,group3,2014/04/17 11:28:15.000,2014/04/17 12:49:45.000
678,Collateral check,group4,2014/04/17 11:29:27.000,2014/04/17 12:03:55.000
753,Collection of documents,group1,2014/04/17 11:29:33.000,2014/04/17 13:15:43.000
690,Collateral check,group4,2014/04/17 11:30:07.000,2014/04/17 12:10:50.000
694,Collateral check,group4,2014/04/17 11:30:15.000,2014/04/17 12:11:04.000
682,Collateral check,group4,2014/04/17 11:31:08.000,2014/04/17 12:22:54.000
755,Register,System,2014/04/17 11:31:32.000,2014/04/17 11:31:32.000
755,Acceptance of requests,group1,2014/04/17 11:31:32.000,2014/04/17 11:49:53.000
704,Collateral check,group4,2014/04/17 11:32:45.000,2014/04/17 12:41:54.000
756,Register,System,2014/04/17 11:32:45.000,2014/04/17 11:32:45.000
756,Acceptance of requests,group1,2014/04/17 11:32:45.000,2014/04/17 11:46:21.000
711,Collateral check,group4,2014/04/17 11:33:30.000,2014/04/17 12:08:07.000
706,Credit committee,group5,2014/04/17 11:35:04.000,2014/04/17 11:55:12.000
679,Collateral check,group4,2014/04/17 11:37:41.000,2014/04/17 12:18:42.000
727,Completeness check,group2,2014/04/17 11:39:11.000,2014/04/17 12:57:05.000
743,Completeness check,group2,2014/04/17 11:41:23.000,2014/04/17 12:42:36.000
757,Register,System,2014/04/17 11:43:26.000,2014/04/17 11:43:26.000
757,Acceptance of requests,group1,2014/04/17 11:43:26.000,2014/04/17 11:54:40.000
700,Credit committee,group5,2014/04/17 11:43:37.000,2014/04/17 12:31:55.000
683,Requirements review,group6,2014/04/17 11:44:24.000,2014/04/17 11:57:51.000
684,Requirements review,group6,2014/04/17 11:45:04.000,2014/04/17 11:58:00.000
685,Requirements review,group6,2014/04/17 11:45:28.000,2014/04/17 11:50:44.000
758,Register,System,2014/04/17 11:46:05.000,2014/04/17 11:46:05.000
758,Acceptance of requests,group1,2014/04/17 11:46:05.000,2014/04/17 12:00:57.000
756,Collection of documents,group1,2014/04/17 11:46:21.000,2014/04/17 13:48:05.000
693,Credit committee,group5,2014/04/17 11:46:24.000,2014/04/17 12:20:59.000
736,Completeness check,group2,2014/04/17 11:46:45.000,2014/04/17 12:46:54.000
759,Register,System,2014/04/17 11:46:45.000,2014/04/17 11:46:45.000
759,Acceptance of requests,group1,2014/04/17 11:46:45.000,2014/04/17 11:57:42.000
760,Register,System,2014/04/17 11:47:56.000,2014/04/17 11:47:56.000
760,Acceptance of requests,group1,2014/04/17 11:47:56.000,2014/04/17 12:03:49.000
701,Credit committee,group5,2014/04/17 11:48:08.000,2014/04/17 12:35:40.000
697,Credit committee,group5,2014/04/17 11:49:03.000,2014/04/17 12:41:12.000
729,Completeness check,group2,2014/04/17 11:49:03.000,2014/04/17 12:44:52.000
688,Requirements review,group6,2014/04/17 11:49:11.000,2014/04/17 12:02:28.000
755,Collection of documents,group1,2014/04/17 11:49:53.000,2014/04/17 13:54:41.000
692,Credit committee,group5,2014/04/17 11:50:17.000,2014/04/17 12:07:15.000
739,Completeness check,group2,2014/04/17 11:51:42.000,2014/04/17 12:49:30.000
761,Register,System,2014/04/17 11:51:47.000,2014/04/17 11:51:47.000
761,Acceptance of requests,group1,2014/04/17 11:51:47.000,2014/04/17 12:04:11.000
740,Completeness check,group2,2014/04/17 11:52:32.000,2014/04/17 13:21:20.000
746,Completeness check,group2,2014/04/17 11:52:37.000,2014/04/17 13:05:18.000
742,Completeness check,group2,2014/04/17 11:53:42.000,2014/04/17 12:46:45.000
757,Collection of documents,group1,2014/04/17 11:54:40.000,2014/04/17 13:05:52.000
762,Register,System,2014/04/17 11:54:48.000,2014/04/17 11:54:48.000
762,Acceptance of requests,group1,2014/04/17 11:54:48.000,2014/04/17 12:13:37.000
706,Requirements review,group6,2014/04/17 11:55:12.000,2014/04/17 12:05:23.000
686,Credit committee,group5,2014/04/17 11:55:25.000,2014/04/17 12:23:34.000
677,Requirements review,group6,2014/04/17 11:57:24.000,2014/04/17 12:04:35.000
759,Collection of documents,group1,2014/04/17 11:57:42.000,2014/04/17 13:25:02.000
745,Completeness check,group2,2014/04/17 11:58:15.000,2014/04/17 12:57:15.000
705,Credit committee,group5,2014/04/17 11:58:27.000,2014/04/17 13:20:54.000
758,Collection of documents,group1,2014/04/17 12:00:57.000,2014/04/17 12:57:30.000
702,Credit committee,group5,2014/04/17 12:02:34.000,2014/04/17 12:50:22.000
760,Collection of documents,group1,2014/04/17 12:03:49.000,2014/04/17 13:36:46.000
678,Credit committee,group5,2014/04/17 12:03:55.000,2014/04/17 12:42:32.000
761,Collection of documents,group1,2014/04/17 12:04:11.000,2014/04/17 12:54:06.000
722,Completeness check,group2,2014/04/17 12:04:13.000,2014/04/17 13:30:15.000
738,Credit worthiness check,group3,2014/04/17 12:04:56.000,2014/04/17 13:31:21.000
763,Register,System,2014/04/17 12:05:06.000,2014/04/17 12:05:06.000
763,Acceptance of requests,group1,2014/04/17 12:05:06.000,2014/04/17 12:18:08.000
764,Register,System,2014/04/17 12:06:19.000,2014/04/17 12:06:19.000
764,Acceptance of requests,group1,2014/04/17 12:06:19.000,2014/04/17 12:24:40.000
703,Credit committee,group5,2014/04/17 12:06:50.000,2014/04/17 13:07:02.000
692,Requirements review,group6,2014/04/17 12:07:15.000,2014/04/17 12:13:56.000
711,Credit committee,group5,2014/04/17 12:08:07.000,2014/04/17 12:59:14.000
690,Credit committee,group5,2014/04/17 12:10:50.000,2014/04/17 13:05:12.000
694,Credit committee,group5,2014/04/17 12:11:04.000,2014/04/17 13:00:56.000
687,Credit committee,group5,2014/04/17 12:11:05.000,2014/04/17 12:38:58.000
724,Completeness check,group2,2014/04/17 12:11:08.000,2014/04/17 13:32:29.000
765,Register,System,2014/04/17 12:11:08.000,2014/04/17 12:11:08.000
765,Acceptance of requests,group1,2014/04/17 12:11:08.000,2014/04/17 12:26:13.000
713,Collateral check,group4,2014/04/17 12:13:16.000,2014/04/17 13:00:51.000
762,Collection of documents,group1,2014/04/17 12:13:37.000,2014/04/17 13:51:47.000
766,Register,System,2014/04/17 12:15:16.000,2014/04/17 12:15:16.000
766,Acceptance of requests,group1,2014/04/17 12:15:16.000,2014/04/17 12:31:45.000
721,Completeness check,group2,2014/04/17 12:15:26.000,2014/04/17 13:30:42.000
681,Requirements review,group6,2014/04/17 12:16:16.000,2014/04/17 12:22:25.000
737,Credit worthiness check,group3,2014/04/17 12:17:29.000,2014/04/17 13:55:13.000
744,Completeness check,group2,2014/04/17 12:17:32.000,2014/04/17 13:36:18.000
728,Completeness check,group2,2014/04/17 12:17:45.000,2014/04/17 13:14:36.000
763,Collection of documents,group1,2014/04/17 12:18:08.000,2014/04/17 13:29:57.000
679,Credit committee,group5,2014/04/17 12:18:42.000,2014/04/17 13:02:14.000
723,Collateral check,group4,2014/04/17 12:18:42.000,2014/04/17 12:49:17.000
741,Completeness check,group2,2014/04/17 12:18:45.000,2014/04/17 13:47:23.000
734,Credit worthiness check,group3,2014/04/17 12:18:59.000,2014/04/17 13:30:32.000
735,Credit worthiness check,group3,2014/04/17 12:19:27.000,2014/04/17 13:54:25.000
767,Register,System,2014/04/17 12:19:39.000,2014/04/17 12:19:39.000
767,Acceptance of requests,group1,2014/04/17 12:19:39.000,2014/04/17 12:31:45.000
754,Completeness check,group2,2014/04/17 12:20:35.000,2014/04/17 13:43:28.000
708,Credit committee,group5,2014/04/17 12:20:58.000,2014/04/17 12:54:19.000
693,Requirements review,group6,2014/04/17 12:20:59.000,2014/04/17 12:31:51.000
749,Completeness check,group2,2014/04/17 12:21:48.000,2014/04/17 13:39:51.000
718,Collateral check,group4,2014/04/17 12:22:14.000,2014/04/17 13:28:43.000
682,Credit committee,group5,2014/04/17 12:22:54.000,2014/04/17 14:02:12.000
698,Credit committee,group5,2014/04/17 12:22:55.000,2014/04/17 13:12:01.000
686,Requirements review,group6,2014/04/17 12:23:34.000,2014/04/17 12:38:17.000
726,Credit worthiness check,group3,2014/04/17 12:24:03.000,2014/04/17 13:41:23.000
696,Credit committee,group5,2014/04/17 12:24:09.000,2014/04/17 12:55:32.000
764,Collection of documents,group1,2014/04/17 12:24:40.000,2014/04/17 14:16:10.000
695,Credit committee,group5,2014/04/17 12:25:40.000,2014/04/17 12:54:44.000
765,Collection of documents,group1,2014/04/17 12:26:13.000,2014/04/17 14:25:22.000
725,Credit worthiness check,group3,2014/04/17 12:28:45.000,2014/04/17 14:00:28.000
731,Credit worthiness check,group3,2014/04/17 12:30:14.000,2014/04/17 13:52:23.000
730,Credit worthiness check,group3,2014/04/17 12:30:51.000,2014/04/17 13:38:22.000
715,Collateral check,group4,2014/04/17 12:31:38.000,2014/04/17 13:01:40.000
766,Collection of documents,group1,2014/04/17 12:31:45.000,2014/04/17 14:54:01.000
767,Collection of documents,group1,2014/04/17 12:31:45.000,2014/04/17 13:39:30.000
700,Requirements review,group6,2014/04/17 12:31:55.000,2014/04/17 12:44:29.000
748,Completeness check,group2,2014/04/17 12:32:27.000,2014/04/17 13:30:52.000
709,Collateral check,group4,2014/04/17 12:34:06.000,2014/04/17 13:20:56.000
710,Credit committee,group5,2014/04/17 12:34:09.000,2014/04/17 14:20:01.000
716,Collateral check,group4,2014/04/17 12:34:41.000,2014/04/17 13:08:59.000
750,Completeness check,group2,2014/04/17 12:35:03.000,2014/04/17 13:32:50.000
701,Requirements review,group6,2014/04/17 12:35:40.000,2014/04/17 12:44:08.000
714,Collateral check,group4,2014/04/17 12:36:47.000,2014/04/17 13:32:58.000
699,Credit committee,group5,2014/04/17 12:37:32.000,2014/04/17 13:05:28.000
687,Requirements review,group6,2014/04/17 12:38:58.000,2014/04/17 12:48:17.000
720,Collateral check,group4,2014/04/17 12:39:03.000,2014/04/17 13:42:03.000
719,Collateral check,group4,2014/04/17 12:39:23.000,2014/04/17 13:21:03.000
697,Requirements review,group6,2014/04/17 12:41:12.000,2014/04/17 12:46:43.000
704,Credit committee,group5,2014/04/17 12:41:54.000,2014/04/17 13:19:02.000
678,Requirements review,group6,2014/04/17 12:42:32.000,2014/04/17 12:53:48.000
743,Credit worthiness check,group3,2014/04/17 12:42:36.000,2014/04/17 14:01:06.000
768,Register,System,2014/04/17 12:44:09.000,2014/04/17 12:44:09.000
768,Acceptance of requests,group1,2014/04/17 12:44:09.000,2014/04/17 12:57:43.000
729,Credit worthiness check,group3,2014/04/17 12:44:52.000,2014/04/17 14:05:38.000
717,Collateral check,group4,2014/04/17 12:44:57.000,2014/04/17 13:15:20.000
732,Credit worthiness check,group3,2014/04/17 12:45:38.000,2014/04/17 13:58:19.000
733,Credit worthiness check,group3,2014/04/17 12:46:07.000,2014/04/17 14:16:44.000
769,Register,System,2014/04/17 12:46:38.000,2014/04/17 12:46:38.000
769,Acceptance of requests,group1,2014/04/17 12:46:38.000,2014/04/17 13:01:46.000
742,Credit worthiness check,group3,2014/04/17 12:46:45.000,2014/04/17 14:01:50.000
736,Credit worthiness check,group3,2014/04/17 12:46:54.000,2014/04/17 14:12:32.000
770,Register,System,2014/04/17 12:48:24.000,2014/04/17 12:48:24.000
770,Acceptance of requests,group1,2014/04/17 12:48:24.000,2014/04/17 13:06:33.000
723,Credit committee,group5,2014/04/17 12:49:17.000,2014/04/17 13:29:21.000
739,Credit worthiness check,group3,2014/04/17 12:49:30.000,2014/04/17 14:13:46.000
691,Collateral check,group4,2014/04/17 12:49:45.000,2014/04/17 13:48:02.000
747,Credit worthiness check,group3,2014/04/17 12:49:54.000,2014/04/17 14:13:52.000
702,Requirements review,group6,2014/04/17 12:50:22.000,2014/04/17 12:56:08.000
712,Collateral check,group4,2014/04/17 12:51:33.000,2014/04/17 13:22:07.000
707,Collateral check,group4,2014/04/17 12:52:53.000,2014/04/17 13:47:09.000
771,Register,System,2014/04/17 12:53:21.000,2014/04/17 12:53:21.000
771,Acceptance of requests,group1,2014/04/17 12:53:21.000,2014/04/17 13:03:09.000
761,Completeness check,group2,2014/04/17 12:54:06.000,2014/04/17 14:21:31.000
708,Requirements review,group6,2014/04/17 12:54:19.000,2014/04/17 12:59:23.000
695,Requirements review,group6,2014/04/17 12:54:44.000,2014/04/17 13:04:43.000
772,Register,System,2014/04/17 12:54:59.000,2014/04/17 12:54:59.000
772,Acceptance of requests,group1,2014/04/17 12:54:59.000,2014/04/17 13:14:34.000
696,Requirements review,group6,2014/04/17 12:55:32.000,2014/04/17 13:09:10.000
751,Completeness check,group2,2014/04/17 12:56:02.000,2014/04/17 14:16:19.000
727,Credit worthiness check,group3,2014/04/17 12:57:05.000,2014/04/17 14:25:15.000
745,Credit worthiness check,group3,2014/04/17 12:57:15.000,2014/04/17 14:20:33.000
758,Completeness check,group2,2014/04/17 12:57:30.000,2014/04/17 14:26:53.000
768,Collection of documents,group1,2014/04/17 12:57:43.000,2014/04/17 14:19:06.000
711,Requirements review,group6,2014/04/17 12:59:14.000,2014/04/17 13:13:09.000
773,Register,System,2014/04/17 13:00:47.000,2014/04/17 13:00:47.000
773,Acceptance of requests,group1,2014/04/17 13:00:47.000,2014/04/17 13:11:54.000
713,Credit committee,group5,2014/04/17 13:00:51.000,2014/04/17 13:20:18.000
694,Requirements review,group6,2014/04/17 13:00:56.000,2014/04/17 13:06:39.000
715,Credit committee,group5,2014/04/17 13:01:40.000,2014/04/17 13:46:29.000
769,Collection of documents,group1,2014/04/17 13:01:46.000,2014/04/17 14:16:12.000
679,Requirements review,group6,2014/04/17 13:02:14.000,2014/04/17 13:12:17.000
771,Collection of documents,group1,2014/04/17 13:03:09.000,2014/04/17 14:29:46.000
690,Requirements review,group6,2014/04/17 13:05:12.000,2014/04/17 13:14:25.000
746,Credit worthiness check,group3,2014/04/17 13:05:18.000,2014/04/17 14:44:46.000
699,Requirements review,group6,2014/04/17 13:05:28.000,2014/04/17 13:18:42.000
752,Completeness check,group2,2014/04/17 13:05:41.000,2014/04/17 14:32:58.000
757,Completeness check,group2,2014/04/17 13:05:52.000,2014/04/17 13:52:11.000
770,Collection of documents,group1,2014/04/17 13:06:33.000,2014/04/17 15:28:00.000
703,Requirements review,group6,2014/04/17 13:07:02.000,2014/04/17 13:15:04.000
716,Credit committee,group5,2014/04/17 13:08:59.000,2014/04/17 13:48:42.000
774,Register,System,2014/04/17 13:10:59.000,2014/04/17 13:10:59.000
774,Acceptance of requests,group1,2014/04/17 13:10:59.000,2014/04/17 13:30:33.000
775,Register,System,2014/04/17 13:11:28.000,2014/04/17 13:11:28.000
775,Acceptance of requests,group1,2014/04/17 13:11:28.000,2014/04/17 13:31:07.000
773,Collection of documents,group1,2014/04/17 13:11:54.000,2014/04/17 14:34:36.000
698,Requirements review,group6,2014/04/17 13:12:01.000,2014/04/17 13:19:53.000
772,Collection of documents,group1,2014/04/17 13:14:34.000,2014/04/17 14:26:43.000
728,Credit worthiness check,group3,2014/04/17 13:14:36.000,2014/04/17 14:42:08.000
717,Credit committee,group5,2014/04/17 13:15:20.000,2014/04/17 13:59:07.000
753,Completeness check,group2,2014/04/17 13:15:43.000,2014/04/17 14:16:19.000
704,Requirements review,group6,2014/04/17 13:19:02.000,2014/04/17 13:27:06.000
776,Register,System,2014/04/17 13:19:39.000,2014/04/17 13:19:39.000
776,Acceptance of requests,group1,2014/04/17 13:19:39.000,2014/04/17 13:37:04.000
713,Requirements review,group6,2014/04/17 13:20:18.000,2014/04/17 13:29:22.000
705,Requirements review,group6,2014/04/17 13:20:54.000,2014/04/17 13:34:13.000
709,Credit committee,group5,2014/04/17 13:20:56.000,2014/04/17 14:05:51.000
719,Credit committee,group5,2014/04/17 13:21:03.000,2014/04/17 13:58:39.000
740,Credit worthiness check,group3,2014/04/17 13:21:20.000,2014/04/17 14:53:21.000
712,Credit committee,group5,2014/04/17 13:22:07.000,2014/04/17 14:17:11.000
759,Completeness check,group2,2014/04/17 13:25:02.000,2014/04/17 14:23:30.000
718,Credit committee,group5,2014/04/17 13:28:43.000,2014/04/17 14:21:13.000
723,Requirements review,group6,2014/04/17 13:29:21.000,2014/04/17 13:43:20.000
763,Completeness check,group2,2014/04/17 13:29:57.000,2014/04/17 14:19:00.000
722,Credit worthiness check,group3,2014/04/17 13:30:15.000,2014/04/17 14:58:23.000
734,Collateral check,group4,2014/04/17 13:30:32.000,2014/04/17 14:11:37.000
774,Collection of documents,group1,2014/04/17 13:30:33.000,2014/04/17 15:09:55.000
721,Credit worthiness check,group3,2014/04/17 13:30:42.000,2014/04/17 15:07:11.000
748,Credit worthiness check,group3,2014/04/17 13:30:52.000,2014/04/17 14:57:04.000
775,Collection of documents,group1,2014/04/17 13:31:07.000,2014/04/17 15:12:53.000
738,Collateral check,group4,2014/04/17 13:31:21.000,2014/04/17 14:17:02.000
724,Credit worthiness check,group3,2014/04/17 13:32:29.000,2014/04/17 14:54:57.000
750,Credit worthiness check,group3,2014/04/17 13:32:50.000,2014/04/17 15:12:42.000
714,Credit committee,group5,2014/04/17 13:32:58.000,2014/04/17 14:06:04.000
777,Register,System,2014/04/17 13:35:12.000,2014/04/17 13:35:12.000
777,Acceptance of requests,group1,2014/04/17 13:35:12.000,2014/04/17 13:49:08.000
744,Credit worthiness check,group3,2014/04/17 13:36:18.000,2014/04/17 14:49:22.000
760,Completeness check,group2,2014/04/17 13:36:46.000,2014/04/17 14:27:31.000
776,Collection of documents,group1,2014/04/17 13:37:04.000,2014/04/17 14:54:07.000
778,Register,System,2014/04/17 13:37:58.000,2014/04/17 13:37:58.000
778,Acceptance of requests,group1,2014/04/17 13:37:58.000,2014/04/17 13:56:46.000
730,Collateral check,group4,2014/04/17 13:38:22.000,2014/04/17 14:52:20.000
767,Completeness check,group2,2014/04/17 13:39:30.000,2014/04/17 14:31:20.000
749,Credit worthiness check,group3,2014/04/17 13:39:51.000,2014/04/17 15:04:52.000
726,Collateral check,group4,2014/04/17 13:41:23.000,2014/04/17 14:29:19.000
720,Credit committee,group5,2014/04/17 13:42:03.000,2014/04/17 14:27:26.000
754,Credit worthiness check,group3,2014/04/17 13:43:28.000,2014/04/17 15:10:58.000
715,Requirements review,group6,2014/04/17 13:46:29.000,2014/04/17 13:54:14.000
707,Credit committee,group5,2014/04/17 13:47:09.000,2014/04/17 14:16:09.000
741,Credit worthiness check,group3,2014/04/17 13:47:23.000,2014/04/17 14:57:35.000
691,Credit committee,group5,2014/04/17 13:48:02.000,2014/04/17 14:36:31.000
756,Completeness check,group2,2014/04/17 13:48:05.000,2014/04/17 14:51:33.000
716,Requirements review,group6,2014/04/17 13:48:42.000,2014/04/17 13:54:28.000
777,Collection of documents,group1,2014/04/17 13:49:08.000,2014/04/17 14:57:30.000
762,Completeness check,group2,2014/04/17 13:51:47.000,2014/04/17 14:42:11.000
757,Credit worthiness check,group3,2014/04/17 13:52:11.000,2014/04/17 15:04:43.000
731,Collateral check,group4,2014/04/17 13:52:23.000,2014/04/17 15:00:40.000
735,Collateral check,group4,2014/04/17 13:54:25.000,2014/04/17 14:32:21.000
755,Completeness check,group2,2014/04/17 13:54:41.000,2014/04/17 14:48:14.000
737,Collateral check,group4,2014/04/17 13:55:13.000,2014/04/17 14:54:58.000
778,Collection of documents,group1,2014/04/17 13:56:46.000,2014/04/17 15:52:12.000
779,Register,System,2014/04/17 13:57:26.000,2014/04/17 13:57:26.000
779,Acceptance of requests,group1,2014/04/17 13:57:26.000,2014/04/17 14:14:39.000
732,Collateral check,group4,2014/04/17 13:58:19.000,2014/04/17 15:03:06.000
780,Register,System,2014/04/17 13:58:38.000,2014/04/17 13:58:38.000
780,Acceptance of requests,group1,2014/04/17 13:58:38.000,2014/04/17 14:09:28.000
719,Requirements review,group6,2014/04/17 13:58:39.000,2014/04/17 14:05:58.000
781,Register,System,2014/04/17 13:58:56.000,2014/04/17 13:58:56.000
781,Acceptance of requests,group1,2014/04/17 13:58:56.000,2014/04/17 14:17:11.000
717,Requirements review,group6,2014/04/17 13:59:07.000,2014/04/17 14:07:14.000
725,Collateral check,group4,2014/04/17 14:00:28.000,2014/04/17 15:12:06.000
743,Collateral check,group4,2014/04/17 14:01:06.000,2014/04/17 14:54:25.000
742,Collateral check,group4,2014/04/17 14:01:50.000,2014/04/17 15:03:34.000
682,Requirements review,group6,2014/04/17 14:02:12.000,2014/04/17 14:15:26.000
782,Register,System,2014/04/17 14:03:23.000,2014/04/17 14:03:23.000
782,Acceptance of requests,group1,2014/04/17 14:03:23.000,2014/04/17 14:14:08.000
729,Collateral check,group4,2014/04/17 14:05:38.000,2014/04/17 14:42:41.000
709,Requirements review,group6,2014/04/17 14:05:51.000,2014/04/17 14:13:07.000
714,Requirements review,group6,2014/04/17 14:06:04.000,2014/04/17 14:11:20.000
783,Register,System,2014/04/17 14:07:47.000,2014/04/17 14:07:47.000
783,Acceptance of requests,group1,2014/04/17 14:07:47.000,2014/04/17 14:17:45.000
784,Register,System,2014/04/17 14:08:14.000,2014/04/17 14:08:14.000
784,Acceptance of requests,group1,2014/04/17 14:08:14.000,2014/04/17 14:24:37.000
780,Collection of documents,group1,2014/04/17 14:09:28.000,2014/04/17 15:21:11.000
734,Credit committee,group5,2014/04/17 14:11:37.000,2014/04/17 14:23:19.000
736,Collateral check,group4,2014/04/17 14:12:32.000,2014/04/17 15:18:49.000
739,Collateral check,group4,2014/04/17 14:13:46.000,2014/04/17 15:22:42.000
747,Collateral check,group4,2014/04/17 14:13:52.000,2014/04/17 15:09:03.000
782,Collection of documents,group1,2014/04/17 14:14:08.000,2014/04/17 15:23:04.000
779,Collection of documents,group1,2014/04/17 14:14:39.000,2014/04/17 15:55:28.000
707,Requirements review,group6,2014/04/17 14:16:09.000,2014/04/17 14:28:33.000
764,Completeness check,group2,2014/04/17 14:16:10.000,2014/04/17 15:30:18.000
769,Completeness check,group2,2014/04/17 14:16:12.000,2014/04/17 15:23:28.000
751,Credit worthiness check,group3,2014/04/17 14:16:19.000,2014/04/17 15:33:12.000
753,Credit worthiness check,group3,2014/04/17 14:16:19.000,2014/04/17 15:27:04.000
733,Collateral check,group4,2014/04/17 14:16:44.000,2014/04/17 15:18:45.000
738,Credit committee,group5,2014/04/17 14:17:02.000,2014/04/17 16:34:34.000
712,Requirements review,group6,2014/04/17 14:17:11.000,2014/04/17 14:31:49.000
781,Collection of documents,group1,2014/04/17 14:17:11.000,2014/04/17 15:48:15.000
783,Collection of documents,group1,2014/04/17 14:17:45.000,2014/04/17 16:30:52.000
763,Credit worthiness check,group3,2014/04/17 14:19:00.000,2014/04/17 15:44:48.000
768,Completeness check,group2,2014/04/17 14:19:06.000,2014/04/17 15:16:56.000
710,Requirements review,group6,2014/04/17 14:20:01.000,2014/04/17 14:27:53.000
745,Collateral check,group4,2014/04/17 14:20:33.000,2014/04/17 15:33:53.000
718,Requirements review,group6,2014/04/17 14:21:13.000,2014/04/17 14:32:56.000
761,Credit worthiness check,group3,2014/04/17 14:21:31.000,2014/04/17 15:41:52.000
734,Requirements review,group6,2014/04/17 14:23:19.000,2014/04/17 14:28:37.000
759,Credit worthiness check,group3,2014/04/17 14:23:30.000,2014/04/17 15:48:23.000
784,Collection of documents,group1,2014/04/17 14:24:37.000,2014/04/17 15:47:25.000
727,Collateral check,group4,2014/04/17 14:25:15.000,2014/04/17 15:25:16.000
765,Completeness check,group2,2014/04/17 14:25:22.000,2014/04/17 15:20:39.000
772,Completeness check,group2,2014/04/17 14:26:43.000,2014/04/17 15:23:14.000
758,Credit worthiness check,group3,2014/04/17 14:26:53.000,2014/04/17 15:55:12.000
720,Requirements review,group6,2014/04/17 14:27:26.000,2014/04/17 14:39:23.000
760,Credit worthiness check,group3,2014/04/17 14:27:31.000,2014/04/17 15:46:31.000
726,Credit committee,group5,2014/04/17 14:29:19.000,2014/04/17 15:11:28.000
771,Completeness check,group2,2014/04/17 14:29:46.000,2014/04/17 15:16:26.000
767,Credit worthiness check,group3,2014/04/17 14:31:20.000,2014/04/17 16:04:08.000
735,Credit committee,group5,2014/04/17 14:32:21.000,2014/04/17 15:04:55.000
752,Credit worthiness check,group3,2014/04/17 14:32:58.000,2014/04/17 16:01:49.000
773,Completeness check,group2,2014/04/17 14:34:36.000,2014/04/17 15:31:50.000
691,Requirements review,group6,2014/04/17 14:36:31.000,2014/04/17 14:50:47.000
728,Collateral check,group4,2014/04/17 14:42:08.000,2014/04/17 15:30:31.000
762,Credit worthiness check,group3,2014/04/17 14:42:11.000,2014/04/17 16:04:27.000
785,Register,System,2014/04/17 14:42:12.000,2014/04/17 14:42:12.000
785,Acceptance of requests,group1,2014/04/17 14:42:12.000,2014/04/17 14:58:26.000
729,Credit committee,group5,2014/04/17 14:42:41.000,2014/04/17 15:11:31.000
746,Collateral check,group4,2014/04/17 14:44:46.000,2014/04/17 15:06:31.000
786,Register,System,2014/04/17 14:46:48.000,2014/04/17 14:46:48.000
786,Acceptance of requests,group1,2014/04/17 14:46:48.000,2014/04/17 15:01:59.000
755,Credit worthiness check,group3,2014/04/17 14:48:14.000,2014/04/17 16:18:38.000
744,Collateral check,group4,2014/04/17 14:49:22.000,2014/04/17 15:57:26.000
787,Register,System,2014/04/17 14:49:48.000,2014/04/17 14:49:48.000
787,Acceptance of requests,group1,2014/04/17 14:49:48.000,2014/04/17 15:06:49.000
756,Credit worthiness check,group3,2014/04/17 14:51:33.000,2014/04/17 16:10:28.000
788,Register,System,2014/04/17 14:51:47.000,2014/04/17 14:51:47.000
788,Acceptance of requests,group1,2014/04/17 14:51:47.000,2014/04/17 15:09:02.000
