Incident ID,DateStamp,IncidentActivity_Number,IncidentActivity_Type,Assignment Group,KM number,Interaction ID
IM0000374,02-09-2013 15:52:56,001A5361629,Assignment,TEAM0050,KM0001444,SD0000566
IM0000365,02-09-2013 15:53:34,001A5360905,Open,TEAM0008,KM0001369,SD0000564
IM0000357,02-09-2013 16:00:02,001A5361645,Reopen,TEAM0018,KM0001270,#N/B
IM0000357,02-09-2013 16:00:02,001A5361646,Update,TEAM0018,KM0001270,#N/B
IM0000359,02-09-2013 16:08:54,001A5362518,Update,TEAM0001,KM0001363,#N/B
IM0000359,02-09-2013 16:08:54,001A5362516,Assignment,TEAM0001,KM0001363,#N/B
IM0000359,02-09-2013 16:08:54,001A5362517,Status Change,TEAM0001,KM0001363,#N/B
IM0000359,02-09-2013 16:08:54,001A5362519,External Vendor Assignment,TEAM0001,KM0001363,#N/B
IM0000229,02-09-2013 16:11:17,001A5362524,Operator Update,TEAM0088,KM0000872,SD0000267
IM0000372,02-09-2013 16:15:50,001A5361676,Assignment,TEAM0003,KM0000553,#N/B
IM0000372,02-09-2013 16:15:50,001A5361675,Reassignment,TEAM0003,KM0000553,#N/B
IM0000372,02-09-2013 16:22:15,001A5361689,Reassignment,TEAM0002,KM0000553,#N/B
IM0000372,02-09-2013 16:22:16,001A5361690,Assignment,TEAM0002,KM0000553,#N/B
IM0000372,02-09-2013 16:22:16,001A5361691,Update,TEAM0002,KM0000553,#N/B
IM0000371,02-09-2013 16:23:38,001A5361693,Assignment,TEAM0002,KM0000553,SD0000561
IM0000371,02-09-2013 16:23:38,001A5361694,Update from customer,TEAM0002,KM0000553,SD0000561
IM0000371,02-09-2013 16:25:01,001A5361700,Assignment,TEAM0002,KM0000553,SD0000561
IM0000371,02-09-2013 16:25:01,001A5361701,Update,TEAM0002,KM0000553,SD0000561
IM0000372,02-09-2013 16:26:15,001A5361706,Caused By CI,TEAM0003,KM0000553,#N/B
IM0000372,02-09-2013 16:26:15,001A5361705,Closed,TEAM0003,KM0000553,#N/B
IM0000370,02-09-2013 16:28:59,001A5362573,Caused By CI,TEAM0018,KM0001264,#N/B
IM0000370,02-09-2013 16:28:59,001A5362572,Closed,TEAM0018,KM0001264,#N/B
IM0000369,02-09-2013 16:42:35,001A5363245,Operator Update,TEAM0024,KM0001124,#N/B
IM0000285,02-09-2013 16:47:40,001A5361733,Status Change,TEAM0045,KM0001681,#N/B
IM0000285,02-09-2013 16:47:40,001A5361734,Operator Update,TEAM0045,KM0001681,#N/B
IM0000358,02-09-2013 16:48:39,001A5363280,Status Change,TEAM0003,KM0001274,SD0000552
IM0000358,02-09-2013 16:48:39,001A5363279,Assignment,TEAM0003,KM0001274,SD0000552
IM0000358,02-09-2013 16:48:39,001A5363278,Reassignment,TEAM0003,KM0001274,SD0000552
IM0000358,02-09-2013 16:49:15,001A5363282,Update,TEAM0003,KM0001274,SD0000552
IM0000326,02-09-2013 16:49:57,001A5361061,Status Change,TEAM0101,KM0001093,SD0000502
IM0000353,02-09-2013 16:50:35,001A5361064,Status Change,TEAM0101,KM0001019,SD0000547
IM0000369,02-09-2013 16:56:39,001A5361751,Status Change,TEAM0015,KM0001124,#N/B
IM0000369,02-09-2013 16:56:39,001A5361750,Assignment,TEAM0015,KM0001124,#N/B
IM0000369,02-09-2013 17:28:25,001A5361782,Assignment,TEAM0015,KM0001124,#N/B
IM0000224,03-09-2013 07:48:01,001A5361945,Operator Update,TEAM0045,KM0000795,SD0000258
IM0000098,03-09-2013 07:49:47,001A5361951,Operator Update,TEAM0045,KM0000711,SD0000122
IM0000181,03-09-2013 07:53:24,001A5362786,Update,TEAM0001,KM0001369,SD0000210
IM0000181,03-09-2013 07:53:24,001A5362787,External Vendor Assignment,TEAM0001,KM0001369,SD0000210
IM0000181,03-09-2013 07:53:24,001A5362785,Status Change,TEAM0001,KM0001369,SD0000210
IM0000375,03-09-2013 08:01:55,001A5361232,Open,TEAM0017,KM0000592,SD0000568
IM0000375,03-09-2013 08:03:00,001A5361235,Update,TEAM0017,KM0000592,SD0000568
IM0000348,03-09-2013 08:05:09,001A5363498,Operator Update,TEAM0031,KM0001866,SD0000540
IM0000348,03-09-2013 08:05:09,001A5363496,Assignment,TEAM0031,KM0001866,SD0000540
IM0000348,03-09-2013 08:05:09,001A5363497,Status Change,TEAM0031,KM0001866,SD0000540
IM0000348,03-09-2013 08:05:09,001A5363495,Reassignment,TEAM0031,KM0001866,SD0000540
IM0000373,03-09-2013 08:19:10,001A5362840,Open,TEAM0008,KM0000424,SD0000570
IM0000370,03-09-2013 08:33:00,001A5363539,Update,TEAM0018,KM0001264,#N/B
IM0000370,03-09-2013 08:33:00,001A5363538,Reopen,TEAM0018,KM0001264,#N/B
IM0000370,03-09-2013 08:33:48,001A5363546,Update,TEAM0018,KM0001264,#N/B
IM0000370,03-09-2013 08:33:48,001A5363545,Reassignment,TEAM0018,KM0001264,#N/B
IM0000364,03-09-2013 08:45:34,001A5363573,Status Change,TEAM0031,KM0000708,SD0000563
IM0000364,03-09-2013 08:45:34,001A5363572,Assignment,TEAM0031,KM0000708,SD0000563
IM0000374,03-09-2013 08:52:28,001A5366091,Status Change,TEAM0086,KM0001444,SD0000566
IM0000351,03-09-2013 08:59:00,001A5365309,Update,TEAM0001,KM0001866,SD0000544
IM0000370,03-09-2013 09:08:05,001A5365330,Reassignment,TEAM0034,KM0001264,#N/B
IM0000370,03-09-2013 09:08:06,001A5365331,Update,TEAM0034,KM0001264,#N/B
IM0000317,03-09-2013 09:35:14,001A5366902,Reassignment,TEAM0003,KM0000741,SD0000490
IM0000317,03-09-2013 09:35:15,001A5366903,Assignment,TEAM0003,KM0000741,SD0000490
IM0000317,03-09-2013 09:35:15,001A5366904,Operator Update,TEAM0003,KM0000741,SD0000490
IM0000364,03-09-2013 09:36:01,001A5366906,Reassignment,TEAM0031,KM0000708,SD0000563
IM0000364,03-09-2013 09:36:01,001A5366907,Assignment,TEAM0031,KM0000708,SD0000563
IM0000364,03-09-2013 09:36:01,001A5366909,Operator Update,TEAM0031,KM0000708,SD0000563
IM0000364,03-09-2013 09:36:01,001A5366910,Quality Indicator,TEAM0031,KM0000708,SD0000563
IM0000364,03-09-2013 09:36:01,001A5366908,Status Change,TEAM0031,KM0000708,SD0000563
IM0000371,03-09-2013 09:43:32,001A5366936,Update,TEAM0003,KM0000553,SD0000561
IM0000371,03-09-2013 09:43:32,001A5366935,Assignment,TEAM0003,KM0000553,SD0000561
IM0000285,03-09-2013 09:43:43,001A5366221,Operator Update,TEAM0045,KM0001681,#N/B
IM0000285,03-09-2013 09:43:43,001A5366219,Reassignment,TEAM0045,KM0001681,#N/B
IM0000285,03-09-2013 09:43:43,001A5366220,Assignment,TEAM0045,KM0001681,#N/B
IM0000324,03-09-2013 09:44:51,001A5364629,Operator Update,TEAM0007,KM0001346,#N/B
IM0000324,03-09-2013 09:44:51,001A5364627,Reassignment,TEAM0007,KM0001346,#N/B
IM0000324,03-09-2013 09:44:51,001A5364628,Assignment,TEAM0007,KM0001346,#N/B
IM0000364,03-09-2013 10:00:36,001A5364656,Assignment,TEAM0031,KM0000708,SD0000563
IM0000371,03-09-2013 10:17:07,001A5367026,Operator Update,TEAM0003,KM0000553,SD0000561
IM0000365,03-09-2013 10:30:04,001A5367063,Status Change,TEAM0031,KM0001369,SD0000564
IM0000365,03-09-2013 10:30:04,001A5367062,Assignment,TEAM0031,KM0001369,SD0000564
IM0000220,03-09-2013 10:32:23,001A5365446,Operator Update,TEAM0010,KM0001692,SD0000250
IM0000364,03-09-2013 10:44:19,001A5364759,Status Change,TEAM0031,KM0000708,SD0000563
IM0000364,03-09-2013 10:44:19,001A5364757,Reassignment,TEAM0031,KM0000708,SD0000563
IM0000364,03-09-2013 10:44:19,001A5364758,Assignment,TEAM0031,KM0000708,SD0000563
IM0000364,03-09-2013 10:44:19,001A5364760,Operator Update,TEAM0031,KM0000708,SD0000563
IM0000365,03-09-2013 10:56:19,001A5367137,Assignment,TEAM0031,KM0001369,SD0000564
IM0000365,03-09-2013 10:56:19,001A5367136,Reassignment,TEAM0031,KM0001369,SD0000564
IM0000365,03-09-2013 10:56:19,001A5367138,Status Change,TEAM0031,KM0001369,SD0000564
IM0000365,03-09-2013 10:56:19,001A5367139,Operator Update,TEAM0031,KM0001369,SD0000564
IM0000215,03-09-2013 11:12:53,001A5365522,Operator Update,TEAM0078,KM0001250,SD0000245
IM0000375,03-09-2013 11:22:52,001A5364873,Assignment,TEAM0015,KM0000592,SD0000568
IM0000375,03-09-2013 11:22:52,001A5364874,Status Change,TEAM0015,KM0000592,SD0000568
IM0000368,03-09-2013 11:25:22,001A5367217,Closed,TEAM0018,KM0001103,#N/B
IM0000365,03-09-2013 11:28:14,001A5366588,Update,TEAM0001,KM0001369,SD0000564
IM0000365,03-09-2013 11:28:14,001A5366587,Reassignment,TEAM0001,KM0001369,SD0000564
IM0000363,03-09-2013 11:33:42,001A5364897,Operator Update,TEAM0027,KM0001234,SD0000553
IM0000376,03-09-2013 11:37:20,001A5365561,Open,TEAM0008,KM0001346,#N/B
IM0000334,03-09-2013 11:43:38,001A5367246,Operator Update,TEAM0007,KM0000711,#N/B
IM0000285,03-09-2013 11:45:22,001A5365581,External Vendor Assignment,TEAM0023,KM0001681,#N/B
IM0000285,03-09-2013 11:45:22,001A5365580,Operator Update,TEAM0023,KM0001681,#N/B
IM0000285,03-09-2013 11:45:22,001A5365579,Status Change,TEAM0023,KM0001681,#N/B
IM0000285,03-09-2013 11:45:22,001A5365578,Assignment,TEAM0023,KM0001681,#N/B
IM0000285,03-09-2013 11:45:22,001A5365577,Reassignment,TEAM0023,KM0001681,#N/B
IM0000370,03-09-2013 12:09:05,001A5365633,Status Change,TEAM0015,KM0001264,#N/B
IM0000370,03-09-2013 12:09:05,001A5365632,Assignment,TEAM0015,KM0001264,#N/B
IM0000358,03-09-2013 12:09:07,001A5364962,Status Change,TEAM0059,KM0001274,SD0000552
IM0000358,03-09-2013 12:09:07,001A5364963,Update,TEAM0059,KM0001274,SD0000552
IM0000348,03-09-2013 12:09:33,001A5365635,Assignment,TEAM0001,KM0001866,SD0000540
IM0000348,03-09-2013 12:09:33,001A5365636,Status Change,TEAM0001,KM0001866,SD0000540
IM0000357,03-09-2013 12:12:11,001A5367325,Update,TEAM0018,KM0001270,#N/B
IM0000357,03-09-2013 12:12:11,001A5367324,Status Change,TEAM0018,KM0001270,#N/B
IM0000355,03-09-2013 12:20:43,001A5367345,Closed,TEAM0018,KM0001108,#N/B
IM0000324,03-09-2013 12:30:10,001A5365676,Assignment,TEAM0001,KM0001346,#N/B
IM0000229,03-09-2013 12:45:26,001A5366763,Operator Update,TEAM0088,KM0000872,SD0000267
IM0000365,03-09-2013 12:47:46,001A5366775,Operator Update,TEAM0054,KM0001369,SD0000564
IM0000365,03-09-2013 12:47:46,001A5366774,Reassignment,TEAM0054,KM0001369,SD0000564
IM0000128,03-09-2013 12:59:34,001A5366814,Update,TEAM0007,KM0001732,#N/B
IM0000364,03-09-2013 13:00:48,001A5367420,Communication with vendor,TEAM0007,KM0000708,SD0000563
IM0000275,03-09-2013 13:06:01,001A5367425,Operator Update,TEAM0007,KM0000708,SD0000339
IM0000377,03-09-2013 13:16:57,001A5367440,Open,TEAM0016,KM0001106,SD0000573
IM0000375,03-09-2013 13:24:25,001A5365116,Reassignment,TEAM0015,KM0000592,SD0000568
IM0000375,03-09-2013 13:24:25,001A5365118,Operator Update,TEAM0015,KM0000592,SD0000568
IM0000375,03-09-2013 13:24:25,001A5365117,Assignment,TEAM0015,KM0000592,SD0000568
IM0000229,03-09-2013 13:45:04,001A5368491,Operator Update,TEAM0088,KM0000872,SD0000267
IM0000375,03-09-2013 13:46:33,001A5368496,Update,TEAM0014,KM0000592,SD0000568
IM0000375,03-09-2013 13:46:33,001A5368495,Assignment,TEAM0014,KM0000592,SD0000568
IM0000073,03-09-2013 13:55:30,001A5365205,Operator Update,TEAM0027,KM0001124,SD0000099
IM0000229,03-09-2013 13:55:50,001A5368510,Reassignment,TEAM0088,KM0000872,SD0000267
IM0000229,03-09-2013 13:55:50,001A5368511,Assignment,TEAM0088,KM0000872,SD0000267
IM0000229,03-09-2013 14:04:54,001A5368552,Assignment,TEAM0088,KM0000872,SD0000267
IM0000229,03-09-2013 14:04:54,001A5368551,Reassignment,TEAM0088,KM0000872,SD0000267
IM0000377,03-09-2013 14:09:39,001A5368563,Update,TEAM0014,KM0001106,SD0000573
IM0000377,03-09-2013 14:09:39,001A5368562,Reassignment,TEAM0014,KM0001106,SD0000573
IM0000359,03-09-2013 14:10:30,001A5365248,Reassignment,TEAM0001,KM0001363,#N/B
IM0000359,03-09-2013 14:10:30,001A5365249,Assignment,TEAM0001,KM0001363,#N/B
IM0000359,03-09-2013 14:10:30,001A5365250,Update,TEAM0001,KM0001363,#N/B
IM0000366,03-09-2013 14:30:57,001A5369312,Assignment,TEAM0008,KM0000353,SD0000558
IM0000318,03-09-2013 14:34:11,001A5365886,Operator Update,TEAM0003,KM0000611,SD0000496
IM0000318,03-09-2013 14:34:29,001A5365887,Operator Update,TEAM0003,KM0000611,SD0000496
IM0000328,03-09-2013 14:35:54,001A5370089,Operator Update,TEAM0057,KM0000720,SD0000504
IM0000328,03-09-2013 14:35:54,001A5370088,Status Change,TEAM0057,KM0000720,SD0000504
IM0000328,03-09-2013 14:35:54,001A5370087,Assignment,TEAM0057,KM0000720,SD0000504
IM0000328,03-09-2013 14:35:54,001A5370086,Reassignment,TEAM0057,KM0000720,SD0000504
IM0000365,03-09-2013 14:36:17,001A5369329,External Vendor Assignment,TEAM0001,KM0001369,SD0000564
IM0000365,03-09-2013 14:36:17,001A5369326,Assignment,TEAM0001,KM0001369,SD0000564
IM0000365,03-09-2013 14:36:17,001A5369327,Status Change,TEAM0001,KM0001369,SD0000564
IM0000365,03-09-2013 14:36:17,001A5369328,Update,TEAM0001,KM0001369,SD0000564
IM0000366,03-09-2013 14:37:14,001A5369332,Operator Update,TEAM0008,KM0000353,SD0000558
IM0000366,03-09-2013 14:37:14,001A5369331,Status Change,TEAM0008,KM0000353,SD0000558
IM0000055,03-09-2013 14:43:18,001A5365916,Reassignment,TEAM0003,KM0000611,SD0000081
IM0000377,03-09-2013 14:46:32,001A5368647,Assignment,TEAM0016,KM0001106,SD0000573
IM0000318,03-09-2013 14:48:23,001A5365935,Status Change,TEAM0003,KM0000611,SD0000496
IM0000318,03-09-2013 14:48:23,001A5365937,Description Update,TEAM0003,KM0000611,SD0000496
IM0000318,03-09-2013 14:48:23,001A5365933,Reassignment,TEAM0003,KM0000611,SD0000496
IM0000318,03-09-2013 14:48:23,001A5365934,Assignment,TEAM0003,KM0000611,SD0000496
IM0000318,03-09-2013 14:48:23,001A5365936,Operator Update,TEAM0003,KM0000611,SD0000496
IM0000318,03-09-2013 14:48:48,001A5365938,Operator Update,TEAM0003,KM0000611,SD0000496
IM0000366,03-09-2013 14:52:44,001A5370129,Reassignment,TEAM9999,KM0000353,SD0000558
IM0000366,03-09-2013 14:52:45,001A5370130,Operator Update,TEAM9999,KM0000353,SD0000558
IM0000378,03-09-2013 14:52:56,001A5370131,Open,TEAM0002,KM0000553,SD0000574
IM0000328,03-09-2013 14:58:28,001A5369398,Status Change,TEAM0008,KM0000720,SD0000504
IM0000328,03-09-2013 14:58:28,001A5369397,Assignment,TEAM0008,KM0000720,SD0000504
IM0000328,03-09-2013 15:02:43,001A5368710,Reassignment,TEAM0008,KM0000720,SD0000504
IM0000378,03-09-2013 15:07:03,001A5370183,Update from customer,TEAM0002,KM0000553,SD0000574
IM0000373,03-09-2013 15:12:18,001A5366006,Reassignment,TEAM0002,KM0000424,SD0000570
IM0000373,03-09-2013 15:12:18,001A5366007,Update from customer,TEAM0002,KM0000424,SD0000570
IM0000328,03-09-2013 15:23:22,001A5369443,Operator Update,TEAM0008,KM0000720,SD0000504
IM0000328,03-09-2013 15:27:11,001A5369462,Reassignment,TEAM0008,KM0000720,SD0000504
IM0000328,03-09-2013 15:27:11,001A5369463,Status Change,TEAM0008,KM0000720,SD0000504
IM0000328,03-09-2013 15:27:11,001A5369464,Callback Request,TEAM0008,KM0000720,SD0000504
IM0000220,03-09-2013 15:34:47,001A5368195,Closed,TEAM9999,KM0001692,SD0000250
IM0000377,03-09-2013 15:53:56,001A5370307,Reassignment,TEAM0016,KM0001106,SD0000573
IM0000377,03-09-2013 15:53:57,001A5370308,Assignment,TEAM0016,KM0001106,SD0000573
IM0000377,03-09-2013 15:53:57,001A5370309,Operator Update,TEAM0016,KM0001106,SD0000573
IM0000377,03-09-2013 15:58:48,001A5368879,Reassignment,TEAM0014,KM0001106,SD0000573
IM0000377,03-09-2013 15:58:48,001A5368880,Update,TEAM0014,KM0001106,SD0000573
IM0000373,03-09-2013 16:01:55,001A5369535,Operator Update,TEAM0008,KM0000424,SD0000570
IM0000220,03-09-2013 16:12:28,001A5368306,Closed,TEAM9999,KM0001692,SD0000250
IM0000381,03-09-2013 16:13:30,001A5369559,Open,TEAM0008,KM0000938,#N/B
IM0000381,03-09-2013 16:14:20,001A5369562,Operator Update,TEAM0008,KM0000938,#N/B
IM0000381,03-09-2013 16:14:20,001A5369561,Status Change,TEAM0008,KM0000938,#N/B
IM0000381,03-09-2013 16:14:20,001A5369563,External Vendor Assignment,TEAM0008,KM0000938,#N/B
IM0000359,03-09-2013 16:35:48,001A5368992,Assignment,TEAM0007,KM0001363,#N/B
IM0000359,03-09-2013 16:35:48,001A5368993,Status Change,TEAM0007,KM0001363,#N/B
IM0000317,03-09-2013 16:37:26,001A5369616,Assignment,TEAM0001,KM0000741,SD0000490
IM0000317,03-09-2013 16:37:26,001A5369617,Update,TEAM0001,KM0000741,SD0000490
IM0000382,03-09-2013 16:39:03,001A5369619,Open,TEAM0027,KM0001163,SD0000577
IM0000382,03-09-2013 16:41:28,001A5369629,Reassignment,TEAM0027,KM0001163,SD0000577
IM0000383,03-09-2013 16:43:59,001A5369634,Open,TEAM0002,KM0000611,SD0000578
IM0000379,03-09-2013 16:54:09,001A5370402,Open,TEAM0021,KM0001968,SD0000576
IM0000379,03-09-2013 16:54:28,001A5370403,Status Change,TEAM0021,KM0001968,SD0000576
IM0000382,03-09-2013 17:21:16,001A5370442,Assignment,TEAM0015,KM0001163,SD0000577
IM0000377,03-09-2013 17:36:56,001A5371077,Assignment,TEAM0015,KM0001106,SD0000573
IM0000377,03-09-2013 17:36:56,001A5371078,Status Change,TEAM0015,KM0001106,SD0000573
IM0000156,03-09-2013 17:51:34,001A5370464,Assignment,TEAM0015,KM0001163,SD0000183
IM0000364,04-09-2013 07:01:34,001A5370565,Communication with vendor,TEAM0007,KM0000708,SD0000563
IM0000364,04-09-2013 07:06:01,001A5370566,Communication with customer,TEAM0007,KM0000708,SD0000563
IM0000377,04-09-2013 07:17:09,001A5370573,Reassignment,TEAM0015,KM0001106,SD0000573
IM0000377,04-09-2013 07:17:09,001A5370575,Operator Update,TEAM0015,KM0001106,SD0000573
IM0000377,04-09-2013 07:17:09,001A5370574,Assignment,TEAM0015,KM0001106,SD0000573
IM0000383,04-09-2013 07:19:24,001A5371093,Assignment,TEAM0003,KM0000611,SD0000578
IM0000378,04-09-2013 07:21:03,001A5371094,Assignment,TEAM0003,KM0000553,SD0000574
IM0000381,04-09-2013 08:27:20,001A5369861,Assignment,TEAM0008,KM0000938,#N/B
IM0000360,04-09-2013 08:28:10,001A5369226,Reassignment,TEAM0086,KM0001444,#N/B
IM0000360,04-09-2013 08:28:10,001A5369228,Pending vendor,TEAM0086,KM0001444,#N/B
IM0000360,04-09-2013 08:28:10,001A5369227,Assignment,TEAM0086,KM0001444,#N/B
IM0000308,04-09-2013 08:47:44,001A5371199,Operator Update,TEAM0099,KM0001865,SD0000477
IM0000194,04-09-2013 08:51:22,001A5372474,Operator Update,TEAM0069,KM0001724,SD0000224
IM0000194,04-09-2013 08:52:02,001A5372481,Impact Change,TEAM0069,KM0001724,SD0000224
IM0000194,04-09-2013 08:52:02,001A5372482,Urgency Change,TEAM0069,KM0001724,SD0000224
IM0000194,04-09-2013 08:52:02,001A5372480,Operator Update,TEAM0069,KM0001724,SD0000224
IM0000317,04-09-2013 08:52:33,001A5370696,Assignment,TEAM0001,KM0000741,SD0000490
IM0000317,04-09-2013 08:52:33,001A5370697,Update,TEAM0001,KM0000741,SD0000490
IM0000317,04-09-2013 08:52:33,001A5370695,Reassignment,TEAM0001,KM0000741,SD0000490
IM0000294,04-09-2013 08:54:19,001A5372485,Operator Update,TEAM0069,KM0001724,SD0000368
IM0000356,04-09-2013 09:00:39,001A5369908,Update,TEAM0018,KM0001269,SD0000549
IM0000356,04-09-2013 09:01:08,001A5369910,Update,TEAM0018,KM0001269,SD0000549
IM0000356,04-09-2013 09:01:08,001A5369909,Reassignment,TEAM0018,KM0001269,SD0000549
IM0000379,04-09-2013 09:12:20,001A5372533,Operator Update,TEAM0021,KM0001968,SD0000576
IM0000304,04-09-2013 09:13:36,001A5370736,Operator Update,TEAM0069,KM0000994,SD0000462
IM0000364,04-09-2013 09:31:35,001A5370798,Communication with customer,TEAM0007,KM0000708,SD0000563
IM0000376,04-09-2013 09:32:59,001A5371300,Status Change,TEAM0023,KM0001346,#N/B
IM0000376,04-09-2013 09:32:59,001A5371299,Assignment,TEAM0023,KM0001346,#N/B
IM0000360,04-09-2013 09:37:03,001A5372578,Reassignment,TEAM0008,KM0001444,#N/B
IM0000364,04-09-2013 09:37:34,001A5370810,Communication with vendor,TEAM0007,KM0000708,SD0000563
IM0000315,04-09-2013 09:43:27,001A5372229,Closed,TEAM9999,KM0000791,SD0000491
IM0000366,04-09-2013 09:47:26,001A5371336,Reassignment,TEAM0008,KM0000353,SD0000558
IM0000366,04-09-2013 09:47:26,001A5371337,Assignment,TEAM0008,KM0000353,SD0000558
IM0000366,04-09-2013 09:47:26,001A5371338,Status Change,TEAM0008,KM0000353,SD0000558
IM0000377,04-09-2013 09:51:15,001A5370838,Update,TEAM0017,KM0001106,SD0000573
IM0000377,04-09-2013 09:51:15,001A5370837,Reassignment,TEAM0017,KM0001106,SD0000573
IM0000357,04-09-2013 09:54:19,001A5373291,Status Change,TEAM0018,KM0001270,#N/B
IM0000357,04-09-2013 09:54:19,001A5373292,Update,TEAM0018,KM0001270,#N/B
IM0000317,04-09-2013 10:04:39,001A5372655,Assignment,TEAM0002,KM0000741,SD0000490
IM0000317,04-09-2013 10:04:39,001A5372656,Update,TEAM0002,KM0000741,SD0000490
IM0000317,04-09-2013 10:04:39,001A5372654,Reassignment,TEAM0002,KM0000741,SD0000490
IM0000049,04-09-2013 10:08:33,001A5373329,Operator Update,TEAM0015,KM0000592,SD0000076
IM0000366,04-09-2013 10:09:05,001A5371374,Assignment,TEAM0008,KM0000353,SD0000558
IM0000366,04-09-2013 10:09:05,001A5371375,Status Change,TEAM0008,KM0000353,SD0000558
IM0000366,04-09-2013 10:09:05,001A5371376,Communication with customer,TEAM0008,KM0000353,SD0000558
IM0000380,04-09-2013 10:12:45,001A5370863,Open,TEAM0056,KM0001274,SD0000581
IM0000380,04-09-2013 10:12:53,001A5372256,Affected CI Change,TEAM9999,KM0001274,SD0000581
IM0000380,04-09-2013 10:12:55,001A5372257,Service Change,TEAM9999,KM0001274,SD0000581
IM0000380,04-09-2013 10:12:57,001A5372258,Urgency Change,TEAM9999,KM0001274,SD0000581
IM0000376,04-09-2013 10:14:23,001A5371391,Operator Update,TEAM0023,KM0001346,#N/B
IM0000376,04-09-2013 10:14:23,001A5371388,Reassignment,TEAM0023,KM0001346,#N/B
IM0000376,04-09-2013 10:14:23,001A5371389,Assignment,TEAM0023,KM0001346,#N/B
IM0000376,04-09-2013 10:14:23,001A5371390,Status Change,TEAM0023,KM0001346,#N/B
IM0000380,04-09-2013 10:14:29,001A5370866,Description Update,TEAM0056,KM0001274,SD0000581
IM0000384,04-09-2013 10:16:21,001A5373366,Open,TEAM0018,KM0001264,SD0000580
IM0000384,04-09-2013 10:16:40,001A5373367,Update,TEAM0018,KM0001264,SD0000580
IM0000366,04-09-2013 10:18:09,001A5372680,Reassignment,TEAM0008,KM0000353,SD0000558
IM0000359,04-09-2013 10:29:47,001A5372708,Closed,TEAM0007,KM0001363,#N/B
IM0000359,04-09-2013 10:29:47,001A5372709,Caused By CI,TEAM0007,KM0001363,#N/B
IM0000378,04-09-2013 10:39:56,001A5371448,Status Change,TEAM0003,KM0000553,SD0000574
IM0000357,04-09-2013 10:47:39,001A5373478,Closed,TEAM0018,KM0001270,#N/B
IM0000376,04-09-2013 10:53:25,001A5374135,Assignment,TEAM0007,KM0001346,#N/B
IM0000080,04-09-2013 11:14:08,001A5373557,Operator Update,TEAM0015,KM0001163,SD0000104
IM0000355,04-09-2013 11:15:55,001A5373564,Reopen,TEAM0018,KM0001108,#N/B
IM0000355,04-09-2013 11:15:55,001A5373565,Update,TEAM0018,KM0001108,#N/B
IM0000355,04-09-2013 11:16:03,001A5373566,Update,TEAM0018,KM0001108,#N/B
IM0000368,04-09-2013 11:21:06,001A5373594,Reopen,TEAM0018,KM0001103,#N/B
IM0000368,04-09-2013 11:21:06,001A5373595,Update,TEAM0018,KM0001103,#N/B
IM0000327,04-09-2013 11:42:25,001A5374242,Communication with customer,TEAM0007,KM0001153,SD0000510
IM0000385,04-09-2013 11:46:38,001A5373683,Open,TEAM0008,KM0001172,SD0000582
IM0000366,04-09-2013 11:51:55,001A5374250,Status Change,TEAM9999,KM0000353,SD0000558
IM0000366,04-09-2013 11:51:55,001A5374249,Assignment,TEAM9999,KM0000353,SD0000558
IM0000220,04-09-2013 11:52:09,001A5372415,Update from customer,TEAM9999,KM0001692,SD0000250
IM0000220,04-09-2013 11:53:41,001A5372417,Update from customer,TEAM9999,KM0001692,SD0000250
IM0000384,04-09-2013 12:11:25,001A5373761,Reassignment,TEAM0018,KM0001264,SD0000580
IM0000384,04-09-2013 12:11:25,001A5373762,Assignment,TEAM0018,KM0001264,SD0000580
IM0000220,04-09-2013 12:34:12,001A5374952,Operator Update,TEAM0008,KM0001692,SD0000250
IM0000220,04-09-2013 12:38:01,001A5375686,Communication with customer,TEAM9999,KM0001692,SD0000250
IM0000294,04-09-2013 12:38:47,001A5374320,Operator Update,TEAM0071,KM0001724,SD0000368
IM0000388,04-09-2013 12:47:01,001A5373833,Open,TEAM0008,KM0001509,#N/B
IM0000366,04-09-2013 12:54:32,001A5374334,Operator Update,TEAM9999,KM0000353,SD0000558
IM0000366,04-09-2013 12:54:32,001A5374333,Status Change,TEAM9999,KM0000353,SD0000558
IM0000366,04-09-2013 12:54:32,001A5374332,Reassignment,TEAM9999,KM0000353,SD0000558
IM0000366,04-09-2013 12:54:32,001A5374335,Description Update,TEAM9999,KM0000353,SD0000558
IM0000366,04-09-2013 13:02:26,001A5375014,Status Change,TEAM9999,KM0000353,SD0000558
IM0000366,04-09-2013 13:02:26,001A5375012,Reassignment,TEAM9999,KM0000353,SD0000558
IM0000366,04-09-2013 13:02:26,001A5375015,Communication with customer,TEAM9999,KM0000353,SD0000558
IM0000366,04-09-2013 13:02:26,001A5375013,Assignment,TEAM9999,KM0000353,SD0000558
IM0000365,04-09-2013 13:07:05,001A5373870,Update,TEAM0001,KM0001369,SD0000564
IM0000376,04-09-2013 13:07:15,001A5373872,Status Change,TEAM0007,KM0001346,#N/B
IM0000376,04-09-2013 13:07:15,001A5373873,Operator Update,TEAM0007,KM0001346,#N/B
IM0000368,04-09-2013 13:08:51,001A5373883,Reassignment,TEAM0019,KM0001103,#N/B
IM0000368,04-09-2013 13:08:51,001A5373884,Assignment,TEAM0019,KM0001103,#N/B
IM0000368,04-09-2013 13:08:51,001A5373885,Update,TEAM0019,KM0001103,#N/B
